trade_date,indicator_code,value
2015-06-09,000985.CSI,7731.525
2015-06-09,DR007,2.05
2015-06-09,SHIBOR_3M,2.902
2015-06-09,US10Y,2.42
2015-06-09,USDCNY,6.211650000000001
2015-06-10,000300.SH,5309.112
2015-06-10,000985.CSI,7813.5883
2015-06-10,DR007,2.05
2015-06-10,SHIBOR_3M,2.902
2015-06-10,US10Y,2.5
2015-06-10,USDCNY,6.2082
2015-06-11,000300.SH,5306.59
2015-06-11,000985.CSI,7891.5666
2015-06-11,DR007,2.14
2015-06-11,SHIBOR_3M,2.909
2015-06-11,US10Y,2.39
2015-06-11,USDCNY,6.2122
2015-06-12,000300.SH,5335.1151
2015-06-12,000985.CSI,7984.4277
2015-06-12,DR007,2.1
2015-06-12,SHIBOR_3M,2.921
2015-06-12,US10Y,2.39
2015-06-12,USDCNY,6.2162500000000005
2015-06-14,USDCNY,6.21438
2015-06-15,000300.SH,5221.1665
2015-06-15,000985.CSI,7830.2356
2015-06-15,DR007,2.17
2015-06-15,SHIBOR_3M,2.96
2015-06-15,US10Y,2.36
2015-06-15,USDCNY,6.2127
2015-06-16,000300.SH,5064.8212
2015-06-16,000985.CSI,7549.9808
2015-06-16,DR007,2.85
2015-06-16,SHIBOR_3M,2.981
2015-06-16,US10Y,2.32
2015-06-16,USDCNY,6.209709999999999
2015-06-17,000300.SH,5138.8307
2015-06-17,000985.CSI,7686.7935
2015-06-17,DR007,2.46
2015-06-17,SHIBOR_3M,2.999
2015-06-17,US10Y,2.32
2015-06-17,USDCNY,6.20389
2015-06-18,000300.SH,4930.5491
2015-06-18,000985.CSI,7411.9047
2015-06-18,DR007,3.5
2015-06-18,SHIBOR_3M,3.054
2015-06-18,US10Y,2.35
2015-06-18,USDCNY,6.20335
2015-06-19,000300.SH,4637.0517
2015-06-19,000985.CSI,6943.037
2015-06-19,DR007,2.86
2015-06-19,SHIBOR_3M,3.105
2015-06-19,US10Y,2.26
2015-06-19,USDCNY,6.20736
2015-06-21,USDCNY,6.20654
2015-06-22,US10Y,2.37
2015-06-22,USDCNY,6.20392
2015-06-23,000300.SH,4786.0906
2015-06-23,000985.CSI,7048.7402
2015-06-23,DR007,2.8
2015-06-23,SHIBOR_3M,3.173
2015-06-23,US10Y,2.42
2015-06-23,USDCNY,6.2003
2015-06-24,000300.SH,4880.1261
2015-06-24,000985.CSI,7195.775
2015-06-24,DR007,3.1
2015-06-24,SHIBOR_3M,3.211
2015-06-24,US10Y,2.38
2015-06-24,USDCNY,6.20135
2015-06-25,000300.SH,4706.5159
2015-06-25,000985.CSI,6932.3883
2015-06-25,DR007,3.11
2015-06-25,SHIBOR_3M,3.25
2015-06-25,US10Y,2.4
2015-06-25,USDCNY,6.20444
2015-06-26,000300.SH,4336.1947
2015-06-26,000985.CSI,6377.069
2015-06-26,DR007,1.5
2015-06-26,SHIBOR_3M,3.277
2015-06-26,US10Y,2.49
2015-06-26,USDCNY,6.20628
2015-06-28,USDCNY,6.212065
2015-06-29,000300.SH,4191.5486
2015-06-29,000985.CSI,6044.1548
2015-06-29,DR007,2.84
2015-06-29,SHIBOR_3M,3.248
2015-06-29,US10Y,2.33
2015-06-29,USDCNY,6.2078500000000005
2015-06-30,000300.SH,4472.9976
2015-06-30,000985.CSI,6374.8301
2015-06-30,DR007,3.3
2015-06-30,SHIBOR_3M,3.233
2015-06-30,US10Y,2.35
2015-06-30,USDCNY,6.206849999999999
2015-07-01,000300.SH,4253.021
2015-07-01,000985.CSI,6038.6858
2015-07-01,CPI_YOY,1.6
2015-07-01,DR007,2.8
2015-07-01,M1_YOY,6.6
2015-07-01,M2_YOY,13.3
2015-07-01,PMI_MANUFACTURE,50.0
2015-07-01,PPI_YOY,-5.37
2015-07-01,SHIBOR_3M,3.213
2015-07-01,SOCIAL_FINANCING_YOY,22.5572305974316
2015-07-01,US10Y,2.43
2015-07-01,USDCNY,6.20554
2015-07-02,000300.SH,4107.9961
2015-07-02,000985.CSI,5725.8337
2015-07-02,DR007,2.9
2015-07-02,SHIBOR_3M,3.212
2015-07-02,US10Y,2.4
2015-07-02,USDCNY,6.2027
2015-07-03,000300.SH,3885.9169
2015-07-03,000985.CSI,5390.6839
2015-07-03,DR007,2.94
2015-07-03,SHIBOR_3M,3.202
2015-07-03,USDCNY,6.20825
2015-07-05,USDCNY,6.20711
2015-07-06,000300.SH,3998.537
2015-07-06,000985.CSI,5353.8637
2015-07-06,DR007,2.61
2015-07-06,SHIBOR_3M,3.203
2015-07-06,US10Y,2.3
2015-07-06,USDCNY,6.213620000000001
2015-07-07,000300.SH,3928.0025
2015-07-07,000985.CSI,5145.5055
2015-07-07,DR007,2.6
2015-07-07,SHIBOR_3M,3.192
2015-07-07,US10Y,2.27
2015-07-07,USDCNY,6.2218800000000005
2015-07-08,000300.SH,3663.0375
2015-07-08,000985.CSI,4900.421
2015-07-08,DR007,2.57
2015-07-08,SHIBOR_3M,3.186
2015-07-08,US10Y,2.22
2015-07-08,USDCNY,6.222849999999999
2015-07-09,000300.SH,3897.6263
2015-07-09,000985.CSI,5144.1341
2015-07-09,DR007,2.56
2015-07-09,SHIBOR_3M,3.182
2015-07-09,US10Y,2.32
2015-07-09,USDCNY,6.217095
2015-07-10,000300.SH,4106.5561
2015-07-10,000985.CSI,5386.2161
2015-07-10,DR007,2.55
2015-07-10,SHIBOR_3M,3.177
2015-07-10,US10Y,2.42
2015-07-10,USDCNY,6.21658
2015-07-12,USDCNY,6.21716
2015-07-13,000300.SH,4211.8116
2015-07-13,000985.CSI,5598.6399
2015-07-13,DR007,2.53
2015-07-13,SHIBOR_3M,3.1709
2015-07-13,US10Y,2.44
2015-07-13,USDCNY,6.216285
2015-07-14,000300.SH,4112.1488
2015-07-14,000985.CSI,5610.2023
2015-07-14,DR007,2.65
2015-07-14,SHIBOR_3M,3.1642
2015-07-14,US10Y,2.41
2015-07-14,USDCNY,6.21371
2015-07-15,000300.SH,3966.7585
2015-07-15,000985.CSI,5375.3762
2015-07-15,DR007,2.46
2015-07-15,SHIBOR_3M,3.1598
2015-07-15,US10Y,2.36
2015-07-15,USDCNY,6.21565
2015-07-16,000300.SH,3997.3555
2015-07-16,000985.CSI,5437.807
2015-07-16,DR007,2.33
2015-07-16,SHIBOR_3M,3.155
2015-07-16,US10Y,2.36
2015-07-16,USDCNY,6.21365
2015-07-17,000300.SH,4151.4956
2015-07-17,000985.CSI,5691.548
2015-07-17,DR007,2.4
2015-07-17,SHIBOR_3M,3.152
2015-07-17,US10Y,2.34
2015-07-17,USDCNY,6.21251
2015-07-19,USDCNY,6.2133400000000005
2015-07-20,000300.SH,4160.612
2015-07-20,000985.CSI,5768.487
2015-07-20,DR007,2.8
2015-07-20,SHIBOR_3M,3.1505
2015-07-20,US10Y,2.38
2015-07-20,USDCNY,6.214
2015-07-21,000300.SH,4166.0057
2015-07-21,000985.CSI,5830.5208
2015-07-21,DR007,2.44
2015-07-21,SHIBOR_3M,3.1512
2015-07-21,US10Y,2.35
2015-07-21,USDCNY,6.208959999999999
2015-07-22,000300.SH,4157.1604
2015-07-22,000985.CSI,5869.7439
2015-07-22,DR007,2.53
2015-07-22,SHIBOR_3M,3.1563
2015-07-22,US10Y,2.33
2015-07-22,USDCNY,6.21219
2015-07-23,000300.SH,4250.805
2015-07-23,000985.CSI,6026.9522
2015-07-23,DR007,2.6
2015-07-23,SHIBOR_3M,3.16
2015-07-23,US10Y,2.28
2015-07-23,USDCNY,6.2139
2015-07-24,000300.SH,4176.2787
2015-07-24,000985.CSI,5940.2568
2015-07-24,DR007,2.52
2015-07-24,SHIBOR_3M,3.1635
2015-07-24,US10Y,2.27
2015-07-24,USDCNY,6.228005
2015-07-26,USDCNY,6.22564
2015-07-27,000300.SH,3818.7314
2015-07-27,000985.CSI,5478.8748
2015-07-27,DR007,2.0
2015-07-27,SHIBOR_3M,3.1645
2015-07-27,US10Y,2.23
2015-07-27,USDCNY,6.21941
2015-07-28,000300.SH,3811.0926
2015-07-28,000985.CSI,5375.7202
2015-07-28,DR007,1.8
2015-07-28,SHIBOR_3M,3.1638
2015-07-28,US10Y,2.26
2015-07-28,USDCNY,6.2174
2015-07-29,000300.SH,3930.3791
2015-07-29,000985.CSI,5590.3123
2015-07-29,DR007,2.46
2015-07-29,SHIBOR_3M,3.1635
2015-07-29,US10Y,2.29
2015-07-29,USDCNY,6.217499999999999
2015-07-30,000300.SH,3815.4118
2015-07-30,000985.CSI,5433.3947
2015-07-30,DR007,2.47
2015-07-30,SHIBOR_3M,3.1605
2015-07-30,US10Y,2.28
2015-07-30,USDCNY,6.220594999999999
2015-07-31,000300.SH,3816.6993
2015-07-31,000985.CSI,5380.0085
2015-07-31,DR007,2.48
2015-07-31,SHIBOR_3M,3.1575
2015-07-31,US10Y,2.2
2015-07-31,USDCNY,6.221425
2015-08-01,CPI_YOY,2.0
2015-08-01,M1_YOY,9.3
2015-08-01,M2_YOY,13.3
2015-08-01,PMI_MANUFACTURE,49.7
2015-08-01,PPI_YOY,-5.92
2015-08-01,SOCIAL_FINANCING_YOY,22.5572305974316
2015-08-03,000300.SH,3829.2354
2015-08-03,000985.CSI,5270.2944
2015-08-03,DR007,2.47
2015-08-03,SHIBOR_3M,3.153
2015-08-03,US10Y,2.16
2015-08-03,USDCNY,6.220235000000001
2015-08-04,000300.SH,3948.1554
2015-08-04,000985.CSI,5507.6309
2015-08-04,DR007,2.43
2015-08-04,SHIBOR_3M,3.15
2015-08-04,US10Y,2.23
2015-08-04,USDCNY,6.21964
2015-08-05,000300.SH,3866.8998
2015-08-05,000985.CSI,5433.9836
2015-08-05,DR007,2.3
2015-08-05,SHIBOR_3M,3.143
2015-08-05,US10Y,2.28
2015-08-05,USDCNY,6.21785
2015-08-06,000300.SH,3831.8516
2015-08-06,000985.CSI,5400.5505
2015-08-06,DR007,2.3
2015-08-06,SHIBOR_3M,3.137
2015-08-06,US10Y,2.23
2015-08-06,USDCNY,6.2179
2015-08-07,000300.SH,3906.9448
2015-08-07,000985.CSI,5547.1084
2015-08-07,DR007,2.44
2015-08-07,SHIBOR_3M,3.127
2015-08-07,US10Y,2.18
2015-08-07,USDCNY,6.216465
2015-08-09,USDCNY,6.21695
2015-08-10,000300.SH,4084.3646
2015-08-10,000985.CSI,5811.6997
2015-08-10,DR007,2.0
2015-08-10,SHIBOR_3M,3.1223
2015-08-10,US10Y,2.24
2015-08-10,USDCNY,6.21451
2015-08-11,000300.SH,4066.6692
2015-08-11,000985.CSI,5822.5337
2015-08-11,DR007,2.4
2015-08-11,SHIBOR_3M,3.118
2015-08-11,US10Y,2.15
2015-08-11,USDCNY,6.38658
2015-08-12,000300.SH,4016.1262
2015-08-12,000985.CSI,5748.4985
2015-08-12,DR007,2.44
2015-08-12,SHIBOR_3M,3.1125
2015-08-12,US10Y,2.14
2015-08-12,USDCNY,6.43019
2015-08-13,000300.SH,4075.463
2015-08-13,000985.CSI,5871.1454
2015-08-13,DR007,2.48
2015-08-13,SHIBOR_3M,3.101
2015-08-13,US10Y,2.19
2015-08-13,USDCNY,6.4636
2015-08-14,000300.SH,4073.54
2015-08-14,000985.CSI,5898.5853
2015-08-14,DR007,1.65
2015-08-14,SHIBOR_3M,3.097
2015-08-14,US10Y,2.2
2015-08-14,USDCNY,6.453374999999999
2015-08-16,USDCNY,6.44616
2015-08-17,000300.SH,4077.8721
2015-08-17,000985.CSI,5963.3582
2015-08-17,DR007,2.6
2015-08-17,SHIBOR_3M,3.091
2015-08-17,US10Y,2.16
2015-08-17,USDCNY,6.444215
2015-08-18,000300.SH,3825.4122
2015-08-18,000985.CSI,5561.4437
2015-08-18,DR007,2.52
2015-08-18,SHIBOR_3M,3.093
2015-08-18,US10Y,2.2
2015-08-18,USDCNY,6.440284999999999
2015-08-19,000300.SH,3886.1357
2015-08-19,000985.CSI,5674.2758
2015-08-19,DR007,2.7
2015-08-19,SHIBOR_3M,3.094
2015-08-19,US10Y,2.12
2015-08-19,USDCNY,6.4626
2015-08-20,000300.SH,3761.4541
2015-08-20,000985.CSI,5490.6471
2015-08-20,DR007,2.2
2015-08-20,SHIBOR_3M,3.093
2015-08-20,US10Y,2.09
2015-08-20,USDCNY,6.439545000000001
2015-08-21,000300.SH,3589.5358
2015-08-21,000985.CSI,5215.0209
2015-08-21,DR007,2.55
2015-08-21,SHIBOR_3M,3.09
2015-08-21,US10Y,2.05
2015-08-21,USDCNY,6.45458
2015-08-23,USDCNY,6.45304
2015-08-24,000300.SH,3275.5342
2015-08-24,000985.CSI,4788.0352
2015-08-24,DR007,2.85
2015-08-24,SHIBOR_3M,3.09
2015-08-24,US10Y,2.01
2015-08-24,USDCNY,6.4942
2015-08-25,000300.SH,3042.9266
2015-08-25,000985.CSI,4442.4837
2015-08-25,DR007,2.56
2015-08-25,SHIBOR_3M,3.091
2015-08-25,US10Y,2.12
2015-08-25,USDCNY,6.512705
2015-08-26,000300.SH,3025.692
2015-08-26,000985.CSI,4334.1371
2015-08-26,DR007,2.3
2015-08-26,SHIBOR_3M,3.0975
2015-08-26,US10Y,2.18
2015-08-26,USDCNY,6.490015
2015-08-27,000300.SH,3205.6375
2015-08-27,000985.CSI,4530.1391
2015-08-27,DR007,2.37
2015-08-27,SHIBOR_3M,3.096
2015-08-27,US10Y,2.18
2015-08-27,USDCNY,6.47869
2015-08-28,000300.SH,3342.2863
2015-08-28,000985.CSI,4764.9409
2015-08-28,DR007,2.4
2015-08-28,SHIBOR_3M,3.098
2015-08-28,US10Y,2.19
2015-08-28,USDCNY,6.462315
2015-08-30,USDCNY,6.46154
2015-08-31,000300.SH,3366.5359
2015-08-31,000985.CSI,4684.9614
2015-08-31,DR007,2.7
2015-08-31,SHIBOR_3M,3.1
2015-08-31,US10Y,2.21
2015-08-31,USDCNY,6.4425
2015-09-01,000300.SH,3362.0827
2015-09-01,000985.CSI,4529.7801
2015-09-01,CPI_YOY,1.6
2015-09-01,DR007,2.43
2015-09-01,M1_YOY,11.4
2015-09-01,M2_YOY,13.1
2015-09-01,PMI_MANUFACTURE,49.8
2015-09-01,PPI_YOY,-5.95
2015-09-01,SHIBOR_3M,3.1026
2015-09-01,SOCIAL_FINANCING_YOY,25.34896705750977
2015-09-01,US10Y,2.17
2015-09-01,USDCNY,6.417730000000001
2015-09-02,000300.SH,3365.8318
2015-09-02,000985.CSI,4466.5665
2015-09-02,DR007,2.46
2015-09-02,SHIBOR_3M,3.1026
2015-09-02,US10Y,2.2
2015-09-02,USDCNY,6.44648
2015-09-03,US10Y,2.18
2015-09-03,USDCNY,6.450375
2015-09-04,US10Y,2.13
2015-09-04,USDCNY,6.4666250000000005
2015-09-06,DR007,2.38
2015-09-06,SHIBOR_3M,3.104
2015-09-06,USDCNY,6.465920000000001
2015-09-07,000300.SH,3250.485
2015-09-07,000985.CSI,4421.3317
2015-09-07,DR007,2.2
2015-09-07,SHIBOR_3M,3.099
2015-09-07,USDCNY,6.47899
2015-09-08,000300.SH,3334.0233
2015-09-08,000985.CSI,4575.4331
2015-09-08,DR007,2.44
2015-09-08,SHIBOR_3M,3.095
2015-09-08,US10Y,2.2
2015-09-08,USDCNY,6.4552
2015-09-09,000300.SH,3399.3054
2015-09-09,000985.CSI,4701.483
2015-09-09,DR007,2.4
2015-09-09,SHIBOR_3M,3.092
2015-09-09,US10Y,2.21
2015-09-09,USDCNY,6.46685
2015-09-10,000300.SH,3357.561
2015-09-10,000985.CSI,4637.7002
2015-09-10,DR007,2.3
2015-09-10,SHIBOR_3M,3.093
2015-09-10,US10Y,2.23
2015-09-10,USDCNY,6.3870000000000005
2015-09-11,000300.SH,3347.1878
2015-09-11,000985.CSI,4657.6949
2015-09-11,DR007,2.38
2015-09-11,SHIBOR_3M,3.097
2015-09-11,US10Y,2.2
2015-09-11,USDCNY,6.408975
2015-09-13,USDCNY,6.40893
2015-09-14,000300.SH,3281.1317
2015-09-14,000985.CSI,4450.3487
2015-09-14,DR007,2.38
2015-09-14,SHIBOR_3M,3.106
2015-09-14,US10Y,2.18
2015-09-14,USDCNY,6.40335
2015-09-15,000300.SH,3152.2319
2015-09-15,000985.CSI,4245.2702
2015-09-15,DR007,2.5
2015-09-15,SHIBOR_3M,3.113
2015-09-15,US10Y,2.28
2015-09-15,USDCNY,6.41083
2015-09-16,000300.SH,3309.2484
2015-09-16,000985.CSI,4490.133
2015-09-16,DR007,2.41
2015-09-16,SHIBOR_3M,3.116
2015-09-16,US10Y,2.3
2015-09-16,USDCNY,6.404555
2015-09-17,000300.SH,3236.9986
2015-09-17,000985.CSI,4407.8147
2015-09-17,DR007,2.4
2015-09-17,SHIBOR_3M,3.1268
2015-09-17,US10Y,2.21
2015-09-17,USDCNY,6.400245
2015-09-18,000300.SH,3251.2732
2015-09-18,000985.CSI,4449.1782
2015-09-18,DR007,2.42
2015-09-18,SHIBOR_3M,3.1355
2015-09-18,US10Y,2.13
2015-09-18,USDCNY,6.38725
2015-09-21,000300.SH,3308.2467
2015-09-21,000985.CSI,4570.0325
2015-09-21,DR007,2.25
2015-09-21,SHIBOR_3M,3.141
2015-09-21,US10Y,2.2
2015-09-21,USDCNY,6.3985
2015-09-22,000300.SH,3339.03
2015-09-22,000985.CSI,4604.7325
2015-09-22,DR007,2.4
2015-09-22,SHIBOR_3M,3.1448
2015-09-22,US10Y,2.14
2015-09-22,USDCNY,6.416545
2015-09-23,000300.SH,3263.0275
2015-09-23,000985.CSI,4533.2962
2015-09-23,DR007,2.38
2015-09-23,SHIBOR_3M,3.1468
2015-09-23,US10Y,2.16
2015-09-23,USDCNY,6.4384
2015-09-24,000300.SH,3284.9991
2015-09-24,000985.CSI,4581.448
2015-09-24,DR007,3.2
2015-09-24,SHIBOR_3M,3.1518
2015-09-24,US10Y,2.13
2015-09-24,USDCNY,6.41695
2015-09-25,000300.SH,3231.9514
2015-09-25,000985.CSI,4463.4867
2015-09-25,DR007,2.37
2015-09-25,SHIBOR_3M,3.153
2015-09-25,US10Y,2.17
2015-09-25,USDCNY,6.397824999999999
2015-09-27,USDCNY,6.40081
2015-09-28,000300.SH,3242.7524
2015-09-28,000985.CSI,4521.8519
2015-09-28,DR007,2.13
2015-09-28,SHIBOR_3M,3.152
2015-09-28,US10Y,2.1
2015-09-28,USDCNY,6.3581
2015-09-29,000300.SH,3178.8544
2015-09-29,000985.CSI,4440.5637
2015-09-29,DR007,2.4
2015-09-29,SHIBOR_3M,3.153
2015-09-29,US10Y,2.05
2015-09-29,USDCNY,6.344125
2015-09-30,000300.SH,3202.9475
2015-09-30,000985.CSI,4460.0964
2015-09-30,DR007,2.39
2015-09-30,SHIBOR_3M,3.153
2015-09-30,US10Y,2.06
2015-09-30,USDCNY,6.3633500000000005
2015-10-01,CPI_YOY,1.3
2015-10-01,M1_YOY,14.0
2015-10-01,M2_YOY,13.5
2015-10-01,PMI_MANUFACTURE,49.8
2015-10-01,PPI_YOY,-5.9
2015-10-01,SOCIAL_FINANCING_YOY,25.34896705750977
2015-10-01,US10Y,2.05
2015-10-01,USDCNY,6.36772
2015-10-02,US10Y,1.99
2015-10-02,USDCNY,6.356574999999999
2015-10-04,USDCNY,6.3589
2015-10-05,US10Y,2.07
2015-10-05,USDCNY,6.34905
2015-10-06,US10Y,2.05
2015-10-06,USDCNY,6.351649999999999
2015-10-07,US10Y,2.08
2015-10-07,USDCNY,6.3470200000000006
2015-10-08,000300.SH,3296.482
2015-10-08,000985.CSI,4615.6928
2015-10-08,DR007,1.95
2015-10-08,SHIBOR_3M,3.1515
2015-10-08,US10Y,2.12
2015-10-08,USDCNY,6.34153
2015-10-09,000300.SH,3340.1159
2015-10-09,000985.CSI,4681.4077
2015-10-09,DR007,2.49
2015-10-09,SHIBOR_3M,3.1585
2015-10-09,US10Y,2.12
2015-10-09,USDCNY,6.338755000000001
2015-10-10,DR007,2.36
2015-10-10,SHIBOR_3M,3.1656
2015-10-11,USDCNY,6.340669999999999
2015-10-12,000300.SH,3447.6934
2015-10-12,000985.CSI,4852.9858
2015-10-12,DR007,2.42
2015-10-12,SHIBOR_3M,3.173
2015-10-12,USDCNY,6.3231
2015-10-13,000300.SH,3445.0431
2015-10-13,000985.CSI,4886.2446
2015-10-13,DR007,2.25
2015-10-13,SHIBOR_3M,3.1825
2015-10-13,US10Y,2.06
2015-10-13,USDCNY,6.34235
2015-10-14,000300.SH,3406.1116
2015-10-14,000985.CSI,4829.0979
2015-10-14,DR007,2.5
2015-10-14,SHIBOR_3M,3.186
2015-10-14,US10Y,1.99
2015-10-14,USDCNY,6.339295
2015-10-15,000300.SH,3486.815
2015-10-15,000985.CSI,4962.5827
2015-10-15,DR007,2.45
2015-10-15,SHIBOR_3M,3.1846
2015-10-15,US10Y,2.04
2015-10-15,USDCNY,6.3502
2015-10-16,000300.SH,3534.0653
2015-10-16,000985.CSI,5036.5197
2015-10-16,DR007,2.43
2015-10-16,SHIBOR_3M,3.1826
2015-10-16,US10Y,2.04
2015-10-16,USDCNY,6.364535
2015-10-19,000300.SH,3534.1821
2015-10-19,000985.CSI,5036.6554
2015-10-19,DR007,2.43
2015-10-19,SHIBOR_3M,3.1783
2015-10-19,US10Y,2.04
2015-10-19,USDCNY,6.388525
2015-10-20,000300.SH,3577.7027
2015-10-20,000985.CSI,5114.4502
2015-10-20,DR007,2.43
2015-10-20,SHIBOR_3M,3.175
2015-10-20,US10Y,2.08
2015-10-20,USDCNY,6.37045
2015-10-21,000300.SH,3473.2544
2015-10-21,000985.CSI,4875.2541
2015-10-21,DR007,2.1
2015-10-21,SHIBOR_3M,3.169
2015-10-21,US10Y,2.04
2015-10-21,USDCNY,6.36932
2015-10-22,000300.SH,3524.5339
2015-10-22,000985.CSI,5009.1602
2015-10-22,DR007,2.38
2015-10-22,SHIBOR_3M,3.157
2015-10-22,US10Y,2.04
2015-10-22,USDCNY,6.38748
2015-10-23,000300.SH,3571.2411
2015-10-23,000985.CSI,5118.8437
2015-10-23,DR007,2.45
2015-10-23,SHIBOR_3M,3.144
2015-10-23,US10Y,2.09
2015-10-23,USDCNY,6.395325
2015-10-26,000300.SH,3589.2611
2015-10-26,000985.CSI,5151.2903
2015-10-26,DR007,2.36
2015-10-26,SHIBOR_3M,3.084
2015-10-26,US10Y,2.07
2015-10-26,USDCNY,6.38897
2015-10-27,000300.SH,3592.8794
2015-10-27,000985.CSI,5174.6157
2015-10-27,DR007,2.27
2015-10-27,SHIBOR_3M,3.047
2015-10-27,US10Y,2.05
2015-10-27,USDCNY,6.39371
2015-10-28,000300.SH,3524.9199
2015-10-28,000985.CSI,5065.5535
2015-10-28,DR007,2.34
2015-10-28,SHIBOR_3M,3.038
2015-10-28,US10Y,2.1
2015-10-28,USDCNY,6.39065
2015-10-29,000300.SH,3533.3065
2015-10-29,000985.CSI,5096.5175
2015-10-29,DR007,2.4
2015-10-29,SHIBOR_3M,3.036
2015-10-29,US10Y,2.19
2015-10-29,USDCNY,6.34845
2015-10-30,000300.SH,3534.0788
2015-10-30,000985.CSI,5090.6437
2015-10-30,DR007,2.36
2015-10-30,SHIBOR_3M,3.036
2015-10-30,US10Y,2.16
2015-10-30,USDCNY,6.321755
2015-11-01,CPI_YOY,1.5
2015-11-01,M1_YOY,15.7
2015-11-01,M2_YOY,13.7
2015-11-01,PMI_MANUFACTURE,49.6
2015-11-01,PPI_YOY,-5.9
2015-11-01,SOCIAL_FINANCING_YOY,25.34896705750977
2015-11-02,000300.SH,3475.9623
2015-11-02,000985.CSI,4989.7042
2015-11-02,DR007,2.3
2015-11-02,SHIBOR_3M,3.042
2015-11-02,US10Y,2.2
2015-11-02,USDCNY,6.347099999999999
2015-11-03,000300.SH,3465.4927
2015-11-03,000985.CSI,4978.4912
2015-11-03,DR007,2.44
2015-11-03,SHIBOR_3M,3.0425
2015-11-03,US10Y,2.23
2015-11-03,USDCNY,6.34471
2015-11-04,000300.SH,3628.5377
2015-11-04,000985.CSI,5221.3597
2015-11-04,DR007,2.38
2015-11-04,SHIBOR_3M,3.0415
2015-11-04,US10Y,2.25
2015-11-04,USDCNY,6.353845
2015-11-05,000300.SH,3705.9697
2015-11-05,000985.CSI,5274.372
2015-11-05,DR007,2.3
2015-11-05,SHIBOR_3M,3.0405
2015-11-05,US10Y,2.26
2015-11-05,USDCNY,6.372400000000001
2015-11-06,000300.SH,3793.3739
2015-11-06,000985.CSI,5401.9236
2015-11-06,DR007,2.35
2015-11-06,SHIBOR_3M,3.0355
2015-11-06,US10Y,2.34
2015-11-06,USDCNY,6.391625
2015-11-08,USDCNY,6.39011
2015-11-09,000300.SH,3840.3547
2015-11-09,000985.CSI,5481.5322
2015-11-09,DR007,2.33
2015-11-09,SHIBOR_3M,3.033
2015-11-09,US10Y,2.36
2015-11-09,USDCNY,6.39105
2015-11-10,000300.SH,3833.2379
2015-11-10,000985.CSI,5498.4812
2015-11-10,DR007,2.36
2015-11-10,SHIBOR_3M,3.034
2015-11-10,US10Y,2.32
2015-11-10,USDCNY,6.39405
2015-11-11,000300.SH,3833.6457
2015-11-11,000985.CSI,5551.0834
2015-11-11,DR007,2.27
2015-11-11,SHIBOR_3M,3.034
2015-11-11,USDCNY,6.391249999999999
2015-11-12,000300.SH,3795.3241
2015-11-12,000985.CSI,5533.3608
2015-11-12,DR007,2.35
2015-11-12,SHIBOR_3M,3.034
2015-11-12,US10Y,2.32
2015-11-12,USDCNY,6.39121
2015-11-13,000300.SH,3746.2422
2015-11-13,000985.CSI,5445.3617
2015-11-13,DR007,2.34
2015-11-13,SHIBOR_3M,3.034
2015-11-13,US10Y,2.28
2015-11-13,USDCNY,6.405945
2015-11-16,000300.SH,3764.1262
2015-11-16,000985.CSI,5526.1399
2015-11-16,DR007,2.35
2015-11-16,SHIBOR_3M,3.038
2015-11-16,US10Y,2.27
2015-11-16,USDCNY,6.39951
2015-11-17,000300.SH,3758.3869
2015-11-17,000985.CSI,5497.8677
2015-11-17,DR007,2.36
2015-11-17,SHIBOR_3M,3.04
2015-11-17,US10Y,2.25
2015-11-17,USDCNY,6.41075
2015-11-18,000300.SH,3715.5796
2015-11-18,000985.CSI,5419.6251
2015-11-18,DR007,2.3
2015-11-18,SHIBOR_3M,3.0441
2015-11-18,US10Y,2.27
2015-11-18,USDCNY,6.417825000000001
2015-11-19,000300.SH,3774.969
2015-11-19,000985.CSI,5542.245
2015-11-19,DR007,2.3
2015-11-19,SHIBOR_3M,3.044
2015-11-19,US10Y,2.24
2015-11-19,USDCNY,6.40365
2015-11-20,000300.SH,3774.3833
2015-11-20,000985.CSI,5592.7129
2015-11-20,DR007,2.32
2015-11-20,SHIBOR_3M,3.044
2015-11-20,US10Y,2.26
2015-11-20,USDCNY,6.4204
2015-11-22,USDCNY,6.41723
2015-11-23,000300.SH,3753.3351
2015-11-23,000985.CSI,5554.9956
2015-11-23,DR007,2.33
2015-11-23,SHIBOR_3M,3.046
2015-11-23,US10Y,2.25
2015-11-23,USDCNY,6.4315
2015-11-24,000300.SH,3753.8887
2015-11-24,000985.CSI,5587.5075
2015-11-24,DR007,2.33
2015-11-24,SHIBOR_3M,3.05
2015-11-24,US10Y,2.24
2015-11-24,USDCNY,6.42709
2015-11-25,000300.SH,3781.6069
2015-11-25,000985.CSI,5668.7365
2015-11-25,DR007,2.45
2015-11-25,SHIBOR_3M,3.05
2015-11-25,US10Y,2.23
2015-11-25,USDCNY,6.4227
2015-11-26,000300.SH,3759.4286
2015-11-26,000985.CSI,5636.3371
2015-11-26,DR007,2.42
2015-11-26,SHIBOR_3M,3.05
2015-11-26,USDCNY,6.43466
2015-11-27,000300.SH,3556.9924
2015-11-27,000985.CSI,5306.0705
2015-11-27,DR007,1.8
2015-11-27,SHIBOR_3M,3.05
2015-11-27,US10Y,2.22
2015-11-27,USDCNY,6.449059999999999
