trade_date,indicator_code,value
2017-09-05,000985.CSI,5005.2707
2017-09-05,CN10Y,3.6641
2017-09-05,DR007,3.44
2017-09-05,SHIBOR_3M,4.4173
2017-09-05,US10Y,2.07
2017-09-05,USDCNY,6.53985
2017-09-06,000300.SH,3849.4499
2017-09-06,000985.CSI,5014.3779
2017-09-06,CN10Y,3.6554
2017-09-06,DR007,3.1
2017-09-06,SHIBOR_3M,4.4271
2017-09-06,US10Y,2.1
2017-09-06,USDCNY,6.5409500000000005
2017-09-07,000300.SH,3829.8713
2017-09-07,000985.CSI,4989.1836
2017-09-07,CN10Y,3.6155
2017-09-07,DR007,2.82
2017-09-07,SHIBOR_3M,4.4348
2017-09-07,US10Y,2.05
2017-09-07,USDCNY,6.486750000000001
2017-09-08,000300.SH,3825.9895
2017-09-08,000985.CSI,4993.1938
2017-09-08,CN10Y,3.6005
2017-09-08,DR007,2.6
2017-09-08,SHIBOR_3M,4.4281
2017-09-08,US10Y,2.06
2017-09-08,USDCNY,6.50035
2017-09-11,000300.SH,3825.6453
2017-09-11,000985.CSI,5018.1863
2017-09-11,CN10Y,3.6156
2017-09-11,DR007,3.44
2017-09-11,SHIBOR_3M,4.4034
2017-09-11,US10Y,2.14
2017-09-11,USDCNY,6.5388
2017-09-12,000300.SH,3837.9341
2017-09-12,000985.CSI,5020.0545
2017-09-12,CN10Y,3.6181
2017-09-12,DR007,3.4
2017-09-12,SHIBOR_3M,4.3768
2017-09-12,US10Y,2.17
2017-09-12,USDCNY,6.5362
2017-09-13,000300.SH,3842.6061
2017-09-13,000985.CSI,5035.2995
2017-09-13,CN10Y,3.6356
2017-09-13,DR007,3.3
2017-09-13,SHIBOR_3M,4.3711
2017-09-13,US10Y,2.2
2017-09-13,USDCNY,6.5476
2017-09-14,000300.SH,3829.9554
2017-09-14,000985.CSI,5023.9483
2017-09-14,CN10Y,3.5982
2017-09-14,DR007,3.44
2017-09-14,SHIBOR_3M,4.3675
2017-09-14,US10Y,2.2
2017-09-14,USDCNY,6.5419
2017-09-15,000300.SH,3831.2965
2017-09-15,000985.CSI,5010.1514
2017-09-15,CN10Y,3.5982
2017-09-15,DR007,3.44
2017-09-15,SHIBOR_3M,4.3647
2017-09-15,US10Y,2.2
2017-09-15,USDCNY,6.5487
2017-09-17,USDCNY,6.5467
2017-09-18,000300.SH,3843.1428
2017-09-18,000985.CSI,5036.7134
2017-09-18,CN10Y,3.622
2017-09-18,DR007,3.44
2017-09-18,SHIBOR_3M,4.3643
2017-09-18,US10Y,2.23
2017-09-18,USDCNY,6.57505
2017-09-19,000300.SH,3832.1161
2017-09-19,000985.CSI,5018.5388
2017-09-19,CN10Y,3.6158
2017-09-19,DR007,2.88
2017-09-19,SHIBOR_3M,4.3638
2017-09-19,US10Y,2.24
2017-09-19,USDCNY,6.584300000000001
2017-09-20,000300.SH,3842.4353
2017-09-20,000985.CSI,5046.2482
2017-09-20,CN10Y,3.6209
2017-09-20,DR007,3.3
2017-09-20,SHIBOR_3M,4.367
2017-09-20,US10Y,2.28
2017-09-20,USDCNY,6.58695
2017-09-21,000300.SH,3837.8176
2017-09-21,000985.CSI,5014.2392
2017-09-21,CN10Y,3.6334
2017-09-21,DR007,3.2
2017-09-21,SHIBOR_3M,4.3675
2017-09-21,US10Y,2.27
2017-09-21,USDCNY,6.5676000000000005
2017-09-22,000300.SH,3837.7304
2017-09-22,000985.CSI,5001.3224
2017-09-22,CN10Y,3.6209
2017-09-22,DR007,3.25
2017-09-22,SHIBOR_3M,4.3611
2017-09-22,US10Y,2.26
2017-09-22,USDCNY,6.58
2017-09-24,USDCNY,6.58045
2017-09-25,000300.SH,3817.7915
2017-09-25,000985.CSI,4953.9933
2017-09-25,CN10Y,3.5985
2017-09-25,DR007,3.44
2017-09-25,SHIBOR_3M,4.3578
2017-09-25,US10Y,2.22
2017-09-25,USDCNY,6.6138
2017-09-26,000300.SH,3820.7816
2017-09-26,000985.CSI,4962.0413
2017-09-26,CN10Y,3.6172
2017-09-26,DR007,3.44
2017-09-26,SHIBOR_3M,4.3558
2017-09-26,US10Y,2.24
2017-09-26,USDCNY,6.6286000000000005
2017-09-27,000300.SH,3821.2
2017-09-27,000985.CSI,4983.2351
2017-09-27,CN10Y,3.6235
2017-09-27,DR007,3.44
2017-09-27,SHIBOR_3M,4.3565
2017-09-27,US10Y,2.31
2017-09-27,USDCNY,6.640000000000001
2017-09-28,000300.SH,3822.5386
2017-09-28,000985.CSI,4973.8154
2017-09-28,CN10Y,3.6136
2017-09-28,DR007,3.44
2017-09-28,SHIBOR_3M,4.356
2017-09-28,US10Y,2.31
2017-09-28,USDCNY,6.6541
2017-09-29,000300.SH,3836.5013
2017-09-29,000985.CSI,5002.5525
2017-09-29,CN10Y,3.6136
2017-09-29,DR007,3.4
2017-09-29,SHIBOR_3M,4.3561
2017-09-29,US10Y,2.33
2017-09-29,USDCNY,6.64745
2017-09-30,CN10Y,3.6136
2017-09-30,DR007,3.44
2017-09-30,SHIBOR_3M,4.3565
2017-10-01,CPI_YOY,1.9
2017-10-01,M1_YOY,13.0
2017-10-01,M2_YOY,8.88
2017-10-01,PMI_MANUFACTURE,51.6
2017-10-01,PPI_YOY,6.9
2017-10-01,SOCIAL_FINANCING_YOY,32.49360362133438
2017-10-01,USDCNY,6.64805
2017-10-02,US10Y,2.34
2017-10-02,USDCNY,6.6728000000000005
2017-10-03,US10Y,2.33
2017-10-03,USDCNY,6.6678
2017-10-04,US10Y,2.33
2017-10-04,USDCNY,6.6488
2017-10-05,US10Y,2.35
2017-10-05,USDCNY,6.65415
2017-10-06,US10Y,2.37
2017-10-06,USDCNY,6.6511
2017-10-08,USDCNY,6.65
2017-10-09,000300.SH,3882.2076
2017-10-09,000985.CSI,5060.3245
2017-10-09,CN10Y,3.6477
2017-10-09,DR007,3.4
2017-10-09,SHIBOR_3M,4.3502
2017-10-09,USDCNY,6.61575
2017-10-10,000300.SH,3889.8637
2017-10-10,000985.CSI,5082.4602
2017-10-10,CN10Y,3.647
2017-10-10,DR007,3.3
2017-10-10,SHIBOR_3M,4.3541
2017-10-10,US10Y,2.35
2017-10-10,USDCNY,6.5668
2017-10-11,000300.SH,3902.6868
2017-10-11,000985.CSI,5080.5713
2017-10-11,CN10Y,3.654
2017-10-11,DR007,2.9
2017-10-11,SHIBOR_3M,4.3555
2017-10-11,US10Y,2.35
2017-10-11,USDCNY,6.5738
2017-10-12,000300.SH,3912.9536
2017-10-12,000985.CSI,5081.2726
2017-10-12,CN10Y,3.6765
2017-10-12,DR007,2.83
2017-10-12,SHIBOR_3M,4.3581
2017-10-12,US10Y,2.33
2017-10-12,USDCNY,6.57825
2017-10-13,000300.SH,3921.0017
2017-10-13,000985.CSI,5100.5458
2017-10-13,CN10Y,3.674
2017-10-13,DR007,2.9
2017-10-13,SHIBOR_3M,4.3599
2017-10-13,US10Y,2.28
2017-10-13,USDCNY,6.5674
2017-10-15,USDCNY,6.56885
2017-10-16,000300.SH,3913.4462
2017-10-16,000985.CSI,5049.9771
2017-10-16,CN10Y,3.7054
2017-10-16,DR007,2.88
2017-10-16,SHIBOR_3M,4.3668
2017-10-16,US10Y,2.3
2017-10-16,USDCNY,6.58305
2017-10-17,000300.SH,3913.0688
2017-10-17,000985.CSI,5047.1537
2017-10-17,CN10Y,3.7409
2017-10-17,DR007,2.7
2017-10-17,SHIBOR_3M,4.3711
2017-10-17,US10Y,2.3
2017-10-17,USDCNY,6.606445000000001
2017-10-18,000300.SH,3944.1626
2017-10-18,000985.CSI,5044.0904
2017-10-18,CN10Y,3.7366
2017-10-18,DR007,2.65
2017-10-18,SHIBOR_3M,4.3729
2017-10-18,US10Y,2.34
2017-10-18,USDCNY,6.62121
2017-10-19,000300.SH,3931.2495
2017-10-19,000985.CSI,5010.8181
2017-10-19,CN10Y,3.7167
2017-10-19,DR007,3.0
2017-10-19,SHIBOR_3M,4.3737
2017-10-19,US10Y,2.33
2017-10-19,USDCNY,6.60555
2017-10-20,000300.SH,3926.852
2017-10-20,000985.CSI,5036.9319
2017-10-20,CN10Y,3.7217
2017-10-20,DR007,2.83
2017-10-20,SHIBOR_3M,4.3758
2017-10-20,US10Y,2.39
2017-10-20,USDCNY,6.623385
2017-10-22,USDCNY,6.6268
2017-10-23,000300.SH,3930.7981
2017-10-23,000985.CSI,5054.8998
2017-10-23,CN10Y,3.7231
2017-10-23,DR007,3.2
2017-10-23,SHIBOR_3M,4.3793
2017-10-23,US10Y,2.38
2017-10-23,USDCNY,6.6361
2017-10-24,000300.SH,3959.3953
2017-10-24,000985.CSI,5061.8769
2017-10-24,CN10Y,3.722
2017-10-24,DR007,3.44
2017-10-24,SHIBOR_3M,4.3803
2017-10-24,US10Y,2.42
2017-10-24,USDCNY,6.642939999999999
2017-10-25,000300.SH,3976.949
2017-10-25,000985.CSI,5089.6971
2017-10-25,CN10Y,3.7768
2017-10-25,DR007,3.29
2017-10-25,SHIBOR_3M,4.383
2017-10-25,US10Y,2.44
2017-10-25,USDCNY,6.6376
2017-10-26,000300.SH,3993.5752
2017-10-26,000985.CSI,5109.7816
2017-10-26,CN10Y,3.7769
2017-10-26,DR007,3.44
2017-10-26,SHIBOR_3M,4.3845
2017-10-26,US10Y,2.46
2017-10-26,USDCNY,6.65385
2017-10-27,000300.SH,4021.9676
2017-10-27,000985.CSI,5109.6773
2017-10-27,CN10Y,3.8266
2017-10-27,DR007,3.44
2017-10-27,SHIBOR_3M,4.3901
2017-10-27,US10Y,2.42
2017-10-27,USDCNY,6.645899999999999
2017-10-30,000300.SH,4009.7218
2017-10-30,000985.CSI,5045.2554
2017-10-30,CN10Y,3.9115
2017-10-30,DR007,3.44
2017-10-30,SHIBOR_3M,4.3926
2017-10-30,US10Y,2.37
2017-10-30,USDCNY,6.6371
2017-10-31,000300.SH,4006.7179
2017-10-31,000985.CSI,5062.0889
2017-10-31,CN10Y,3.8917
2017-10-31,DR007,3.44
2017-10-31,SHIBOR_3M,4.3954
2017-10-31,US10Y,2.38
2017-10-31,USDCNY,6.63255
2017-11-01,000300.SH,3996.6221
2017-11-01,000985.CSI,5055.3742
2017-11-01,CN10Y,3.863
2017-11-01,CPI_YOY,1.7
2017-11-01,DR007,2.85
2017-11-01,M1_YOY,12.7
2017-11-01,M2_YOY,9.11
2017-11-01,PMI_MANUFACTURE,51.8
2017-11-01,PPI_YOY,5.8
2017-11-01,SHIBOR_3M,4.408
2017-11-01,SOCIAL_FINANCING_YOY,32.29024943310659
2017-11-01,US10Y,2.37
2017-11-01,USDCNY,6.60905
2017-11-02,000300.SH,3997.1343
2017-11-02,000985.CSI,5026.973
2017-11-02,CN10Y,3.8718
2017-11-02,DR007,3.0
2017-11-02,SHIBOR_3M,4.4099
2017-11-02,US10Y,2.35
2017-11-02,USDCNY,6.60695
2017-11-03,000300.SH,3992.6979
2017-11-03,000985.CSI,5003.1744
2017-11-03,CN10Y,3.8816
2017-11-03,DR007,2.9
2017-11-03,SHIBOR_3M,4.4217
2017-11-03,US10Y,2.34
2017-11-03,USDCNY,6.63729
2017-11-05,USDCNY,6.6357
2017-11-06,000300.SH,4020.8896
2017-11-06,000985.CSI,5047.0124
2017-11-06,CN10Y,3.8694
2017-11-06,DR007,2.75
2017-11-06,SHIBOR_3M,4.4294
2017-11-06,US10Y,2.32
2017-11-06,USDCNY,6.625025
2017-11-07,000300.SH,4054.2465
2017-11-07,000985.CSI,5081.4051
2017-11-07,CN10Y,3.8813
2017-11-07,DR007,2.8
2017-11-07,SHIBOR_3M,4.4314
2017-11-07,US10Y,2.32
2017-11-07,USDCNY,6.64091
2017-11-08,000300.SH,4048.0057
2017-11-08,000985.CSI,5083.4714
2017-11-08,CN10Y,3.8725
2017-11-08,DR007,3.2
2017-11-08,SHIBOR_3M,4.4377
2017-11-08,US10Y,2.32
2017-11-08,USDCNY,6.63233
2017-11-09,000300.SH,4075.8998
2017-11-09,000985.CSI,5116.788
2017-11-09,CN10Y,3.8863
2017-11-09,DR007,2.9
2017-11-09,SHIBOR_3M,4.4568
2017-11-09,US10Y,2.33
2017-11-09,USDCNY,6.648095
2017-11-10,000300.SH,4111.9112
2017-11-10,000985.CSI,5145.6874
2017-11-10,CN10Y,3.9
2017-11-10,DR007,3.05
2017-11-10,SHIBOR_3M,4.4747
2017-11-10,US10Y,2.4
2017-11-10,USDCNY,6.6619150000000005
2017-11-12,USDCNY,6.66193
2017-11-13,000300.SH,4128.0733
2017-11-13,000985.CSI,5159.4242
2017-11-13,CN10Y,3.95
2017-11-13,DR007,3.2
2017-11-13,SHIBOR_3M,4.5155
2017-11-13,US10Y,2.4
2017-11-13,USDCNY,6.6571750000000005
2017-11-14,000300.SH,4099.351
2017-11-14,000985.CSI,5122.515
2017-11-14,CN10Y,3.9525
2017-11-14,DR007,3.3
2017-11-14,SHIBOR_3M,4.5346
2017-11-14,US10Y,2.38
2017-11-14,USDCNY,6.63678
2017-11-15,000300.SH,4073.6696
2017-11-15,000985.CSI,5082.2569
2017-11-15,CN10Y,3.95
2017-11-15,DR007,3.1
2017-11-15,SHIBOR_3M,4.5455
2017-11-15,US10Y,2.33
2017-11-15,USDCNY,6.632615
2017-11-16,000300.SH,4105.0122
2017-11-16,000985.CSI,5100.8378
2017-11-16,CN10Y,3.9225
2017-11-16,DR007,2.92
2017-11-16,SHIBOR_3M,4.5656
2017-11-16,US10Y,2.37
2017-11-16,USDCNY,6.632645
2017-11-17,000300.SH,4120.8508
2017-11-17,000985.CSI,5026.9865
2017-11-17,CN10Y,3.92
2017-11-17,DR007,3.2
2017-11-17,SHIBOR_3M,4.6016
2017-11-17,US10Y,2.35
2017-11-17,USDCNY,6.636950000000001
2017-11-19,USDCNY,6.635775000000001
2017-11-20,000300.SH,4143.8334
2017-11-20,000985.CSI,5055.0792
2017-11-20,CN10Y,3.94
2017-11-20,DR007,3.4
2017-11-20,SHIBOR_3M,4.6222
2017-11-20,US10Y,2.37
2017-11-20,USDCNY,6.646739999999999
2017-11-21,000300.SH,4217.7015
2017-11-21,000985.CSI,5102.285
2017-11-21,CN10Y,3.95
2017-11-21,DR007,3.44
2017-11-21,SHIBOR_3M,4.6243
2017-11-21,US10Y,2.36
2017-11-21,USDCNY,6.62745
2017-11-22,000300.SH,4227.5666
2017-11-22,000985.CSI,5105.4364
2017-11-22,CN10Y,3.985
2017-11-22,DR007,3.44
2017-11-22,SHIBOR_3M,4.6375
2017-11-22,US10Y,2.32
2017-11-22,USDCNY,6.596959999999999
2017-11-23,000300.SH,4102.3966
2017-11-23,000985.CSI,4970.1983
2017-11-23,CN10Y,3.9851
2017-11-23,DR007,3.44
2017-11-23,SHIBOR_3M,4.6518
2017-11-23,USDCNY,6.5791
2017-11-24,000300.SH,4104.2034
2017-11-24,000985.CSI,4973.5076
2017-11-24,CN10Y,3.9463
2017-11-24,DR007,3.0
2017-11-24,SHIBOR_3M,4.6722
2017-11-24,US10Y,2.34
2017-11-24,USDCNY,6.587960000000001
2017-11-26,USDCNY,6.59005
2017-11-27,000300.SH,4049.9475
2017-11-27,000985.CSI,4912.6597
2017-11-27,CN10Y,3.9501
2017-11-27,DR007,2.82
2017-11-27,SHIBOR_3M,4.7103
2017-11-27,US10Y,2.32
2017-11-27,USDCNY,6.5974
2017-11-28,000300.SH,4055.8235
2017-11-28,000985.CSI,4952.6775
2017-11-28,CN10Y,3.9601
2017-11-28,DR007,3.44
2017-11-28,SHIBOR_3M,4.728
2017-11-28,US10Y,2.34
2017-11-28,USDCNY,6.60813
2017-11-29,000300.SH,4053.7529
2017-11-29,000985.CSI,4957.8938
2017-11-29,CN10Y,3.9101
2017-11-29,DR007,3.44
2017-11-29,SHIBOR_3M,4.7438
2017-11-29,US10Y,2.37
2017-11-29,USDCNY,6.612415
2017-11-30,000300.SH,4006.0993
2017-11-30,000985.CSI,4913.7
2017-11-30,CN10Y,3.8901
2017-11-30,DR007,3.44
2017-11-30,SHIBOR_3M,4.7594
2017-11-30,US10Y,2.42
2017-11-30,USDCNY,6.611125
2017-12-01,000300.SH,3998.1365
2017-12-01,000985.CSI,4929.9166
2017-12-01,CN10Y,3.8852
2017-12-01,CPI_YOY,1.8
2017-12-01,DR007,3.1
2017-12-01,M1_YOY,11.8
2017-12-01,M2_YOY,8.07
2017-12-01,PMI_MANUFACTURE,51.6
2017-12-01,PPI_YOY,4.9
2017-12-01,SHIBOR_3M,4.7639
2017-12-01,SOCIAL_FINANCING_YOY,32.002051413552145
2017-12-01,US10Y,2.37
2017-12-01,USDCNY,6.597149999999999
2017-12-03,USDCNY,6.6042000000000005
2017-12-04,000300.SH,4018.8571
2017-12-04,000985.CSI,4921.5942
2017-12-04,CN10Y,3.8902
2017-12-04,DR007,3.0
2017-12-04,SHIBOR_3M,4.7804
2017-12-04,US10Y,2.37
2017-12-04,USDCNY,6.61845
2017-12-05,000300.SH,4040.1704
2017-12-05,000985.CSI,4874.0173
2017-12-05,CN10Y,3.8752
2017-12-05,DR007,2.75
2017-12-05,SHIBOR_3M,4.7901
2017-12-05,US10Y,2.36
2017-12-05,USDCNY,6.61774
2017-12-06,000300.SH,4015.8211
2017-12-06,000985.CSI,4878.7262
2017-12-06,CN10Y,3.8752
2017-12-06,DR007,2.85
2017-12-06,SHIBOR_3M,4.783
2017-12-06,US10Y,2.33
2017-12-06,USDCNY,6.617905
2017-12-07,000300.SH,3971.0569
2017-12-07,000985.CSI,4845.4794
2017-12-07,CN10Y,3.8927
2017-12-07,DR007,2.8
2017-12-07,SHIBOR_3M,4.7873
2017-12-07,US10Y,2.37
2017-12-07,USDCNY,6.62473
2017-12-08,000300.SH,4003.3792
2017-12-08,000985.CSI,4889.2322
2017-12-08,CN10Y,3.9102
2017-12-08,DR007,3.1
2017-12-08,SHIBOR_3M,4.7918
2017-12-08,US10Y,2.38
2017-12-08,USDCNY,6.62345
2017-12-11,000300.SH,4069.4997
2017-12-11,000985.CSI,4956.4752
2017-12-11,CN10Y,3.9303
2017-12-11,DR007,3.44
2017-12-11,SHIBOR_3M,4.7992
2017-12-11,US10Y,2.39
2017-12-11,USDCNY,6.621639999999999
2017-12-12,000300.SH,4016.0163
2017-12-12,000985.CSI,4902.4219
2017-12-12,CN10Y,3.9378
2017-12-12,DR007,2.86
2017-12-12,SHIBOR_3M,4.799
2017-12-12,US10Y,2.4
2017-12-12,USDCNY,6.62711
2017-12-13,000300.SH,4050.0927
2017-12-13,000985.CSI,4939.4375
2017-12-13,CN10Y,3.9303
2017-12-13,DR007,3.0
2017-12-13,SHIBOR_3M,4.8039
2017-12-13,US10Y,2.36
2017-12-13,USDCNY,6.61301
2017-12-14,000300.SH,4026.1516
2017-12-14,000985.CSI,4927.6122
2017-12-14,CN10Y,3.9104
2017-12-14,DR007,3.3
2017-12-14,SHIBOR_3M,4.8144
2017-12-14,US10Y,2.35
2017-12-14,USDCNY,6.6061700000000005
2017-12-15,000300.SH,3980.8558
2017-12-15,000985.CSI,4889.4432
2017-12-15,CN10Y,3.8904
2017-12-15,DR007,2.9
2017-12-15,SHIBOR_3M,4.8175
2017-12-15,US10Y,2.35
2017-12-15,USDCNY,6.60506
2017-12-17,USDCNY,6.60394
2017-12-18,000300.SH,3985.2914
2017-12-18,000985.CSI,4876.228
2017-12-18,CN10Y,3.8904
2017-12-18,DR007,3.49
2017-12-18,SHIBOR_3M,4.8348
2017-12-18,US10Y,2.39
2017-12-18,USDCNY,6.60947
2017-12-19,000300.SH,4035.3294
2017-12-19,000985.CSI,4922.0943
2017-12-19,CN10Y,3.9005
2017-12-19,DR007,3.49
2017-12-19,SHIBOR_3M,4.8385
2017-12-19,US10Y,2.46
2017-12-19,USDCNY,6.605995
2017-12-20,000300.SH,4030.4898
2017-12-20,000985.CSI,4896.1855
2017-12-20,CN10Y,3.9005
2017-12-20,DR007,2.7
2017-12-20,SHIBOR_3M,4.8559
2017-12-20,US10Y,2.49
2017-12-20,USDCNY,6.56481
2017-12-21,000300.SH,4067.8485
2017-12-21,000985.CSI,4926.1749
2017-12-21,CN10Y,3.9005
2017-12-21,DR007,2.83
2017-12-21,SHIBOR_3M,4.8676
2017-12-21,US10Y,2.48
2017-12-21,USDCNY,6.566364999999999
2017-12-22,000300.SH,4054.5984
2017-12-22,000985.CSI,4915.8018
2017-12-22,CN10Y,3.878
2017-12-22,DR007,2.77
2017-12-22,SHIBOR_3M,4.8908
2017-12-22,US10Y,2.48
2017-12-22,USDCNY,6.564769999999999
2017-12-25,000300.SH,4041.5401
2017-12-25,000985.CSI,4878.3071
2017-12-25,CN10Y,3.8731
2017-12-25,DR007,2.8
2017-12-25,SHIBOR_3M,4.9092
2017-12-26,000300.SH,4053.6224
2017-12-26,000985.CSI,4899.359
2017-12-26,CN10Y,3.8881
2017-12-26,DR007,2.9
2017-12-26,SHIBOR_3M,4.909
2017-12-26,US10Y,2.47
2017-12-26,USDCNY,6.54147
2017-12-27,000300.SH,3991.2075
2017-12-27,000985.CSI,4848.9619
2017-12-27,CN10Y,3.8956
2017-12-27,DR007,2.85
2017-12-27,SHIBOR_3M,4.9129
2017-12-27,US10Y,2.42
2017-12-27,USDCNY,6.555199999999999
2017-12-28,000300.SH,4018.8974
2017-12-28,000985.CSI,4873.3392
2017-12-28,CN10Y,3.8857
2017-12-28,DR007,6.0
2017-12-28,SHIBOR_3M,4.9123
2017-12-28,US10Y,2.43
2017-12-28,USDCNY,6.530894999999999
2017-12-29,000300.SH,4030.8549
2017-12-29,000985.CSI,4898.9029
2017-12-29,CN10Y,3.8807
2017-12-29,DR007,3.1
2017-12-29,SHIBOR_3M,4.9133
2017-12-29,US10Y,2.4
2017-12-29,USDCNY,6.513215000000001
2017-12-30,CN10Y,3.8807
2017-12-31,CN10Y,3.8807
2018-01-01,CPI_YOY,1.5
2018-01-01,M1_YOY,15.0
2018-01-01,M2_YOY,8.6
2018-01-01,PMI_MANUFACTURE,51.3
2018-01-01,PPI_YOY,4.3
2018-01-01,SOCIAL_FINANCING_YOY,13.43542956446182
2018-01-01,USDCNY,6.517
2018-01-02,000300.SH,4087.4012
2018-01-02,000985.CSI,4959.1034
2018-01-02,CN10Y,3.9008
2018-01-02,DR007,3.07
2018-01-02,SHIBOR_3M,4.804
2018-01-02,US10Y,2.46
2018-01-02,USDCNY,6.501575
2018-01-03,000300.SH,4111.3925
2018-01-03,000985.CSI,4995.4131
2018-01-03,CN10Y,3.9162
2018-01-03,DR007,2.9
2018-01-03,SHIBOR_3M,4.73
2018-01-03,US10Y,2.44
2018-01-03,USDCNY,6.4959050000000005
2018-01-04,000300.SH,4128.8119
2018-01-04,000985.CSI,5013.8482
2018-01-04,CN10Y,3.9319
2018-01-04,DR007,2.7
2018-01-04,SHIBOR_3M,4.687
2018-01-04,US10Y,2.46
2018-01-04,USDCNY,6.49192
2018-01-05,000300.SH,4138.7505
2018-01-05,000985.CSI,5020.4897
2018-01-05,CN10Y,3.9212
2018-01-05,DR007,2.69
2018-01-05,SHIBOR_3M,4.6637
2018-01-05,US10Y,2.47
2018-01-05,USDCNY,6.4784500000000005
2018-01-07,USDCNY,6.479605
2018-01-08,000300.SH,4160.1595
2018-01-08,000985.CSI,5038.7626
2018-01-08,CN10Y,3.911
2018-01-08,DR007,2.7
2018-01-08,SHIBOR_3M,4.6594
2018-01-08,US10Y,2.49
2018-01-08,USDCNY,6.49704
2018-01-09,000300.SH,4189.2977
2018-01-09,000985.CSI,5054.532
2018-01-09,CN10Y,3.8909
2018-01-09,DR007,3.1
2018-01-09,SHIBOR_3M,4.657
2018-01-09,US10Y,2.55
2018-01-09,USDCNY,6.534800000000001
2018-01-10,000300.SH,4207.8132
2018-01-10,000985.CSI,5049.199
2018-01-10,CN10Y,3.9201
2018-01-10,DR007,3.1
2018-01-10,SHIBOR_3M,4.6607
2018-01-10,US10Y,2.55
2018-01-10,USDCNY,6.5229
2018-01-11,000300.SH,4205.5863
2018-01-11,000985.CSI,5058.4504
2018-01-11,CN10Y,3.9546
2018-01-11,DR007,3.2
2018-01-11,SHIBOR_3M,4.6701
2018-01-11,US10Y,2.54
2018-01-11,USDCNY,6.49072
2018-01-12,000300.SH,4225.001
2018-01-12,000985.CSI,5057.9085
2018-01-12,CN10Y,3.9337
2018-01-12,DR007,3.1
2018-01-12,SHIBOR_3M,4.6791
2018-01-12,US10Y,2.55
2018-01-12,USDCNY,6.45767
2018-01-14,USDCNY,6.45861
2018-01-15,000300.SH,4225.2393
2018-01-15,000985.CSI,4996.0638
2018-01-15,CN10Y,3.965
2018-01-15,DR007,3.49
2018-01-15,SHIBOR_3M,4.683
2018-01-15,USDCNY,6.430265
2018-01-16,000300.SH,4258.473
2018-01-16,000985.CSI,5030.0606
2018-01-16,CN10Y,3.9596
2018-01-16,DR007,3.4
2018-01-16,SHIBOR_3M,4.6843
2018-01-16,US10Y,2.54
2018-01-16,USDCNY,6.43677
2018-01-17,000300.SH,4248.1164
2018-01-17,000985.CSI,5016.003
2018-01-17,CN10Y,3.9597
2018-01-17,DR007,3.499
2018-01-17,SHIBOR_3M,4.6935
2018-01-17,US10Y,2.57
2018-01-17,USDCNY,6.43319
2018-01-18,000300.SH,4271.4168
2018-01-18,000985.CSI,5035.3357
2018-01-18,CN10Y,3.9797
2018-01-18,DR007,2.91
2018-01-18,SHIBOR_3M,4.7044
2018-01-18,US10Y,2.62
2018-01-18,USDCNY,6.4214850000000006
2018-01-19,000300.SH,4285.395
2018-01-19,000985.CSI,5036.9905
2018-01-19,CN10Y,3.9754
2018-01-19,DR007,3.2
2018-01-19,SHIBOR_3M,4.7115
2018-01-19,US10Y,2.64
2018-01-19,USDCNY,6.40077
2018-01-21,USDCNY,6.39702
2018-01-22,000300.SH,4336.5974
2018-01-22,000985.CSI,5091.0019
2018-01-22,CN10Y,3.9522
2018-01-22,DR007,3.0
2018-01-22,SHIBOR_3M,4.7122
2018-01-22,US10Y,2.66
2018-01-22,USDCNY,6.402655
2018-01-23,000300.SH,4382.6129
2018-01-23,000985.CSI,5121.1896
2018-01-23,CN10Y,3.9414
2018-01-23,DR007,2.83
2018-01-23,SHIBOR_3M,4.7163
2018-01-23,US10Y,2.63
2018-01-23,USDCNY,6.39922
2018-01-24,000300.SH,4389.8853
2018-01-24,000985.CSI,5139.4902
2018-01-24,CN10Y,3.9507
2018-01-24,DR007,3.2
2018-01-24,SHIBOR_3M,4.7267
2018-01-24,US10Y,2.65
2018-01-24,USDCNY,6.348935
2018-01-25,000300.SH,4365.0794
2018-01-25,000985.CSI,5120.394
2018-01-25,CN10Y,3.9435
2018-01-25,DR007,2.9
2018-01-25,SHIBOR_3M,4.7317
2018-01-25,US10Y,2.63
2018-01-25,USDCNY,6.32934
2018-01-26,000300.SH,4381.2996
2018-01-26,000985.CSI,5126.6116
2018-01-26,CN10Y,3.9365
2018-01-26,DR007,3.4
2018-01-26,SHIBOR_3M,4.7292
2018-01-26,US10Y,2.66
2018-01-26,USDCNY,6.325985
2018-01-29,000300.SH,4302.0181
2018-01-29,000985.CSI,5048.6675
2018-01-29,CN10Y,3.9368
2018-01-29,DR007,2.95
2018-01-29,SHIBOR_3M,4.727
2018-01-29,US10Y,2.7
2018-01-29,USDCNY,6.33817
2018-01-30,000300.SH,4256.1021
2018-01-30,000985.CSI,5017.2049
2018-01-30,CN10Y,3.9292
2018-01-30,DR007,3.1
2018-01-30,SHIBOR_3M,4.7267
2018-01-30,US10Y,2.73
2018-01-30,USDCNY,6.329545
2018-01-31,000300.SH,4275.8986
2018-01-31,000985.CSI,4974.3453
2018-01-31,CN10Y,3.914
2018-01-31,DR007,3.2
2018-01-31,SHIBOR_3M,4.7257
2018-01-31,US10Y,2.72
2018-01-31,USDCNY,6.29889
2018-02-01,000300.SH,4245.8978
2018-02-01,000985.CSI,4864.457
