trade_date,open,high,low,close,vol,oi,contract_ts_code,roll_flag
2019-03-27,48270,48520,48230,48390,135012,211444,CU1905.SHF,0
2019-03-28,48430,48480,48140,48360,127904,210982,CU1905.SHF,0
2019-03-29,48540,48910,48420,48800,154770,206552,CU1905.SHF,0
2019-04-01,49200,49480,49100,49460,166218,188712,CU1905.SHF,0
2019-04-02,49420,49460,49040,49270,119910,178728,CU1905.SHF,0
2019-04-03,49150,49540,49000,49510,124934,180792,CU1905.SHF,0
2019-04-04,49360,49660,49250,49520,125892,182670,CU1905.SHF,0
2019-04-08,49120,49380,49100,49260,75880,174232,CU1905.SHF,0
2019-04-09,49390,49850,49320,49790,117250,182140,CU1905.SHF,0
2019-04-10,49790,49870,49400,49490,97432,183824,CU1905.SHF,0
2019-04-11,49320,49430,49130,49170,85710,189792,CU1905.SHF,0
2019-04-12,49150,49290,48910,49200,77962,191690,CU1905.SHF,0
2019-04-15,49610,49670,49320,49320,79396,190702,CU1905.SHF,0
2019-04-16,49310,49580,49140,49450,82532,185614,CU1905.SHF,0
2019-04-17,49450,49630,49320,49470,85456,180086,CU1905.SHF,0
2019-04-18,49840,50080,49470,49500,256234,190496,CU1906.SHF,1
2019-04-19,49290,49550,49230,49530,100934,188138,CU1906.SHF,0
2019-04-22,49540,49590,49110,49250,123388,188474,CU1906.SHF,0
2019-04-23,49070,49280,49050,49160,119046,187480,CU1906.SHF,0
2019-04-24,49050,49130,48830,48960,149314,190466,CU1906.SHF,0
2019-04-25,49100,49360,49080,49180,145222,188890,CU1906.SHF,0
2019-04-26,48960,48980,48720,48970,146458,183910,CU1906.SHF,0
2019-04-29,48950,49020,48790,48850,100624,187340,CU1906.SHF,0
2019-04-30,48810,49070,48770,48930,115752,178288,CU1906.SHF,0
2019-05-06,47500,48120,47420,48010,120546,178982,CU1906.SHF,0
2019-05-07,48010,48460,47960,48290,109546,174552,CU1906.SHF,0
2019-05-08,47890,48050,47760,47840,109632,179934,CU1906.SHF,0
2019-05-09,47700,47770,47540,47570,106796,180076,CU1906.SHF,0
2019-05-10,47540,48060,47370,47760,194156,191556,CU1907.SHF,1
2019-05-13,47760,47950,47600,47660,124112,191766,CU1907.SHF,0
2019-05-14,47550,47640,47350,47490,156302,198132,CU1907.SHF,0
2019-05-15,47490,47820,47390,47730,159226,215614,CU1907.SHF,0
2019-05-16,47550,47920,47550,47790,126132,214246,CU1907.SHF,0
2019-05-17,48100,48150,47500,47630,157594,210038,CU1907.SHF,0
2019-05-20,47710,47880,47600,47620,117452,208752,CU1907.SHF,0
2019-05-21,47580,47820,47550,47700,122918,213022,CU1907.SHF,0
2019-05-22,47590,47670,47100,47160,224660,224124,CU1907.SHF,0
2019-05-23,47000,47090,46550,46680,173938,236656,CU1907.SHF,0
2019-05-24,46620,47210,46530,47170,164438,234148,CU1907.SHF,0
2019-05-27,47080,47330,47030,47280,133378,232158,CU1907.SHF,0
2019-05-28,47210,47340,47100,47130,83480,228318,CU1907.SHF,0
2019-05-29,47160,47230,46780,46810,112976,226488,CU1907.SHF,0
2019-05-30,46670,46800,46440,46550,159450,239870,CU1907.SHF,0
2019-05-31,46370,46520,46120,46180,183872,236888,CU1907.SHF,0
2019-06-03,46150,46390,46060,46130,117262,224764,CU1907.SHF,0
2019-06-04,46300,46420,46190,46270,83460,218826,CU1907.SHF,0
2019-06-05,46230,46630,46190,46490,92440,210750,CU1907.SHF,0
2019-06-06,46360,46370,45830,46010,127806,211650,CU1907.SHF,0
2019-06-10,46150,46340,46040,46250,57322,209338,CU1907.SHF,0
2019-06-11,46200,46900,46190,46840,103928,200116,CU1907.SHF,0
2019-06-12,47020,47050,46420,46480,154314,232238,CU1908.SHF,1
2019-06-13,46430,46620,46200,46270,140080,245120,CU1908.SHF,0
2019-06-14,46270,46630,46240,46340,130014,240504,CU1908.SHF,0
2019-06-17,46310,46350,46040,46150,122456,249026,CU1908.SHF,0
2019-06-18,46050,46440,45990,46330,120452,249106,CU1908.SHF,0
2019-06-19,46640,47040,46520,46840,240284,243916,CU1908.SHF,0
2019-06-20,46780,46990,46660,46930,136528,244852,CU1908.SHF,0
2019-06-21,46980,47170,46700,46850,165026,245690,CU1908.SHF,0
2019-06-24,46720,47020,46660,46750,138246,245078,CU1908.SHF,0
2019-06-25,46820,47130,46730,47090,151490,245042,CU1908.SHF,0
2019-06-26,47150,47530,47150,47210,190358,241890,CU1908.SHF,0
2019-06-27,47170,47260,46850,47090,136614,229534,CU1908.SHF,0
2019-06-28,46920,47210,46840,47010,157210,222140,CU1908.SHF,0
2019-07-01,46970,47450,46960,47360,124124,219918,CU1908.SHF,0
2019-07-02,47110,47120,46540,46610,157822,218618,CU1908.SHF,0
2019-07-03,46520,46520,46220,46250,117758,217632,CU1908.SHF,0
2019-07-04,46390,46620,46320,46350,95224,209324,CU1908.SHF,0
2019-07-05,46400,46520,46220,46280,70522,210286,CU1908.SHF,0
2019-07-08,46270,46520,46170,46390,96240,221000,CU1909.SHF,1
2019-07-09,46560,46570,46110,46190,133840,229856,CU1909.SHF,0
2019-07-10,46000,46160,45640,46080,220588,247738,CU1909.SHF,0
2019-07-11,46510,46690,46420,46590,171810,234434,CU1909.SHF,0
2019-07-12,46620,46790,46500,46670,115792,235920,CU1909.SHF,0
2019-07-15,46540,47020,46530,46910,153976,250068,CU1909.SHF,0
2019-07-16,47020,47100,46790,46910,121524,244872,CU1909.SHF,0
2019-07-17,46960,47280,46760,46860,174862,245778,CU1909.SHF,0
2019-07-18,46760,46960,46620,46780,140190,243382,CU1909.SHF,0
2019-07-19,46860,48040,46800,47970,375166,298182,CU1909.SHF,0
2019-07-22,48330,48390,47360,47410,321630,256854,CU1909.SHF,0
2019-07-23,47350,47510,47220,47300,133428,254056,CU1909.SHF,0
2019-07-24,47190,47200,46750,47090,163518,250514,CU1909.SHF,0
2019-07-25,47090,47160,46960,47020,98330,245950,CU1909.SHF,0
2019-07-26,47200,47220,46910,47050,107252,242812,CU1909.SHF,0
2019-07-29,46950,46980,46780,46900,119400,239976,CU1909.SHF,0
2019-07-30,47030,47370,47000,47240,136426,231052,CU1909.SHF,0
2019-07-31,46960,46980,46710,46720,137616,229580,CU1909.SHF,0
2019-08-01,46720,46850,46520,46620,99920,222802,CU1909.SHF,0
2019-08-02,46680,46740,46210,46440,132772,217660,CU1909.SHF,0
2019-08-05,46080,46200,45760,46060,208996,224880,CU1909.SHF,0
2019-08-06,45960,46320,45890,46150,113404,222182,CU1909.SHF,0
2019-08-07,46060,46260,45910,45930,79410,223628,CU1909.SHF,0
2019-08-08,46030,46720,45970,46510,218684,228864,CU1910.SHF,1
2019-08-09,46670,46830,46460,46680,144142,223756,CU1910.SHF,0
2019-08-12,46830,46940,46540,46750,151240,226266,CU1910.SHF,0
2019-08-13,46700,46730,46530,46560,95910,228412,CU1910.SHF,0
2019-08-14,46530,46960,46480,46580,203334,237278,CU1910.SHF,0
2019-08-15,46400,46520,46320,46440,126988,239928,CU1910.SHF,0
2019-08-16,46420,46550,46320,46550,101474,240352,CU1910.SHF,0
2019-08-19,46390,46660,46340,46610,109274,244508,CU1910.SHF,0
2019-08-20,46750,46780,46530,46620,92614,237416,CU1910.SHF,0
2019-08-21,46490,46580,46260,46430,132222,238622,CU1910.SHF,0
2019-08-22,46390,46520,46230,46310,103506,244300,CU1910.SHF,0
2019-08-23,46410,46470,46160,46400,118304,241618,CU1910.SHF,0
2019-08-26,46150,46330,45830,46020,186190,254512,CU1910.SHF,0
2019-08-27,46260,46520,46180,46380,142254,235554,CU1910.SHF,0
2019-08-28,46660,46700,46480,46560,112506,226328,CU1910.SHF,0
2019-08-29,46500,46710,46480,46550,97492,216476,CU1910.SHF,0
2019-08-30,46680,46870,46630,46690,126328,208136,CU1910.SHF,0
2019-09-02,46710,46920,46510,46640,123850,203240,CU1910.SHF,0
2019-09-03,46500,46500,46310,46370,87998,207882,CU1910.SHF,0
2019-09-04,45940,46620,45730,46620,161926,213358,CU1910.SHF,0
2019-09-05,46730,47280,46660,46970,192548,200536,CU1910.SHF,0
2019-09-06,47520,47780,47330,47450,172470,203696,CU1911.SHF,1
2019-09-09,47420,47560,47290,47420,127682,209738,CU1911.SHF,0
2019-09-10,47290,47500,47240,47430,103648,212954,CU1911.SHF,0
2019-09-11,47100,47410,47060,47290,128232,216244,CU1911.SHF,0
2019-09-12,47240,47500,47010,47490,134652,220198,CU1911.SHF,0
2019-09-16,47960,47970,47530,47560,94932,218820,CU1911.SHF,0
2019-09-17,47580,47620,47230,47340,124252,219502,CU1911.SHF,0
2019-09-18,47150,47440,47030,47310,127248,222872,CU1911.SHF,0
2019-09-19,47100,47220,47030,47070,110658,223754,CU1911.SHF,0
2019-09-20,47160,47220,47050,47130,85916,224280,CU1911.SHF,0
2019-09-23,47140,47180,46850,46870,112904,217316,CU1911.SHF,0
2019-09-24,46880,47260,46850,47120,111640,209636,CU1911.SHF,0
2019-09-25,47160,47190,46950,47000,108694,209024,CU1911.SHF,0
2019-09-26,46950,47320,46940,47120,119034,201414,CU1911.SHF,0
2019-09-27,47100,47120,46650,46920,130866,195524,CU1911.SHF,0
2019-09-30,46960,47340,46830,47250,130862,189614,CU1911.SHF,0
2019-10-08,46830,46970,46750,46770,81262,191516,CU1911.SHF,0
2019-10-09,46730,46790,46530,46640,90554,199762,CU1912.SHF,1
2019-10-10,46560,46720,46500,46700,89330,210806,CU1912.SHF,0
2019-10-11,46830,47070,46700,46910,137142,211746,CU1912.SHF,0
2019-10-14,47000,47210,46920,46970,154220,223988,CU1912.SHF,0
2019-10-15,46800,47060,46730,46960,118430,227710,CU1912.SHF,0
2019-10-16,46950,46980,46750,46750,101484,230542,CU1912.SHF,0
2019-10-17,46540,46720,46530,46650,105468,236596,CU1912.SHF,0
2019-10-18,46750,46950,46570,46570,120310,236360,CU1912.SHF,0
2019-10-21,47060,47180,46960,47020,171512,224038,CU1912.SHF,0
2019-10-22,47200,47220,47060,47120,104472,223820,CU1912.SHF,0
2019-10-23,47080,47210,46910,46930,109752,224948,CU1912.SHF,0
2019-10-24,47020,47490,47010,47360,205300,227330,CU1912.SHF,0
2019-10-25,47480,47570,47260,47390,127902,223990,CU1912.SHF,0
2019-10-28,47440,47670,47330,47430,136876,228020,CU1912.SHF,0
2019-10-29,47510,47590,47320,47340,90468,225278,CU1912.SHF,0
2019-10-30,47440,47610,47390,47510,108792,227878,CU1912.SHF,0
2019-10-31,47460,47580,47250,47330,120708,214220,CU1912.SHF,0
2019-11-01,47130,47210,46780,47120,164794,198560,CU1912.SHF,0
2019-11-04,47030,47120,46940,47040,73194,197072,CU1912.SHF,0
2019-11-05,47060,47270,47020,47250,79978,194910,CU1912.SHF,0
2019-11-06,47300,47630,47160,47190,118704,191240,CU1912.SHF,0
2019-11-07,47290,47330,47060,47150,77960,183112,CU1912.SHF,0
2019-11-08,47330,47530,47230,47240,86160,179814,CU1912.SHF,0
2019-11-11,47350,47360,47090,47110,71286,177440,CU1912.SHF,0
2019-11-12,47080,47240,47050,47180,67074,175412,CU1912.SHF,0
2019-11-13,47060,47120,46970,47030,117050,194458,CU2001.SHF,1
2019-11-14,46980,47080,46850,47030,118708,202024,CU2001.SHF,0
2019-11-15,47050,47060,46700,46930,122646,207336,CU2001.SHF,0
2019-11-18,46890,47030,46750,46980,91148,210710,CU2001.SHF,0
2019-11-19,46940,46980,46790,46890,95720,215004,CU2001.SHF,0
2019-11-20,46940,47240,46900,47050,143922,213068,CU2001.SHF,0
2019-11-21,47180,47240,46980,47110,99816,209436,CU2001.SHF,0
2019-11-22,46940,47010,46840,46870,113266,219294,CU2001.SHF,0
2019-11-25,47010,47180,46950,47100,116940,215450,CU2001.SHF,0
2019-11-26,47180,47220,47010,47070,83032,212682,CU2001.SHF,0
2019-11-27,47140,47410,47100,47380,165848,222726,CU2001.SHF,0
2019-11-28,47480,47520,47290,47350,107478,222580,CU2001.SHF,0
2019-11-29,47290,47370,47200,47320,84278,210438,CU2001.SHF,0
2019-12-02,47260,47380,47060,47300,99282,203326,CU2001.SHF,0
2019-12-03,47250,47250,47040,47080,93878,197074,CU2001.SHF,0
2019-12-04,46980,47120,46910,46980,91244,196966,CU2001.SHF,0
2019-12-05,47030,47290,47030,47200,76992,192648,CU2001.SHF,0
2019-12-06,47250,47370,47180,47320,67804,188640,CU2001.SHF,0
2019-12-09,47270,48340,47260,48340,199968,185692,CU2001.SHF,0
2019-12-10,48350,48800,48290,48690,256536,266810,CU2002.SHF,1
2019-12-11,48750,49060,48590,49000,220182,284916,CU2002.SHF,0
2019-12-12,48980,49360,48950,49030,221996,281032,CU2002.SHF,0
2019-12-13,49000,49380,48800,49010,270158,280192,CU2002.SHF,0
2019-12-16,49040,49210,48690,49100,273326,279680,CU2002.SHF,0
2019-12-17,49180,49460,49100,49260,191946,286022,CU2002.SHF,0
2019-12-18,49250,49300,49000,49070,114340,281014,CU2002.SHF,0
2019-12-19,49200,49200,48860,49110,119846,282734,CU2002.SHF,0
2019-12-20,49150,49560,48940,49030,216248,271088,CU2002.SHF,0
2019-12-23,49070,49140,48870,49050,128768,266254,CU2002.SHF,0
2019-12-24,49110,49640,48970,49590,200750,281894,CU2002.SHF,0
2019-12-25,49500,49710,49390,49600,133218,284464,CU2002.SHF,0
2019-12-26,49640,49940,49450,49650,154242,284310,CU2002.SHF,0
2019-12-27,49660,49820,49590,49730,125240,284388,CU2002.SHF,0
2019-12-30,49590,49610,49230,49510,185304,265760,CU2002.SHF,0
2019-12-31,49420,49490,49110,49150,144680,239454,CU2002.SHF,0
2020-01-02,49120,49340,49120,49230,42747,110353,CU2002.SHF,0
2020-01-03,49220,49250,48870,48900,81773,107465,CU2003.SHF,1
2020-01-06,48580,49010,48560,48760,85974,112759,CU2003.SHF,0
2020-01-07,48710,49020,48710,49010,57599,119226,CU2003.SHF,0
2020-01-08,48860,48980,48640,48860,82785,122405,CU2003.SHF,0
2020-01-09,48910,49170,48830,48960,78060,128312,CU2003.SHF,0
2020-01-10,48910,49050,48850,49010,48262,134555,CU2003.SHF,0
2020-01-13,48890,49230,48710,48940,84452,135429,CU2003.SHF,0
2020-01-14,48850,49380,48820,49310,99744,142706,CU2003.SHF,0
2020-01-15,49300,49610,49180,49260,78508,141576,CU2003.SHF,0
2020-01-16,49260,49400,49160,49200,52450,141900,CU2003.SHF,0
2020-01-17,49450,49550,49130,49250,77143,140603,CU2003.SHF,0
2020-01-20,49300,49330,48970,49100,65995,138502,CU2003.SHF,0
2020-01-21,49080,49080,48300,48420,97077,127620,CU2003.SHF,0
2020-01-22,48450,48650,48280,48540,56978,121551,CU2003.SHF,0
2020-01-23,48340,48380,47960,48020,58176,114727,CU2003.SHF,0
2020-02-03,44780,45250,44780,45040,89818,107064,CU2003.SHF,0
2020-02-04,44750,45290,44680,45260,53234,107815,CU2003.SHF,0
2020-02-05,44980,45630,44980,45550,45362,108033,CU2003.SHF,0
2020-02-06,45660,46200,45620,46040,35004,107093,CU2003.SHF,0
2020-02-07,45830,45930,45600,45690,27048,104940,CU2003.SHF,0
2020-02-10,45300,45590,45260,45410,34784,108030,CU2003.SHF,0
2020-02-11,45980,45980,45450,45580,34415,110694,CU2003.SHF,0
2020-02-12,45600,45730,45490,45580,29553,111420,CU2003.SHF,0
2020-02-13,45600,45860,45590,45710,36413,113249,CU2003.SHF,0
2020-02-14,45860,45960,45820,45930,26715,114574,CU2003.SHF,0
2020-02-17,45870,46310,45840,46310,40500,109859,CU2003.SHF,0
2020-02-18,46420,46440,46240,46270,43655,110530,CU2004.SHF,1
2020-02-19,46300,46540,46220,46400,39541,112056,CU2004.SHF,0
2020-02-20,46380,46570,46230,46430,63893,113171,CU2004.SHF,0
2020-02-21,46250,46330,45980,45990,62210,115952,CU2004.SHF,0
2020-02-24,45920,46040,45710,46000,75484,117756,CU2004.SHF,0
2020-02-25,46040,46040,45670,45950,62341,121748,CU2004.SHF,0
2020-02-26,45680,45770,45570,45630,55268,122461,CU2004.SHF,0
2020-02-27,45620,45650,45430,45440,54248,126637,CU2004.SHF,0
2020-02-28,45350,45350,44240,44390,119804,128432,CU2004.SHF,0
2020-03-02,44530,45300,44370,45230,80877,123662,CU2004.SHF,0
2020-03-03,45610,45990,45480,45620,53516,123145,CU2004.SHF,0
2020-03-04,45350,45400,45210,45280,45562,122199,CU2004.SHF,0
2020-03-05,45140,45410,45140,45320,31073,121583,CU2004.SHF,0
2020-03-06,45120,45120,44860,44900,38564,125189,CU2004.SHF,0
2020-03-09,44000,44000,43460,43750,61676,127014,CU2004.SHF,0
2020-03-10,44090,44760,44080,44540,49920,126908,CU2004.SHF,0
2020-03-11,44480,44570,44080,44120,37296,127169,CU2004.SHF,0
2020-03-12,43570,43660,43030,43330,67756,128176,CU2004.SHF,0
2020-03-13,43210,43590,42600,43520,78597,126755,CU2004.SHF,0
2020-03-16,43320,43440,42500,42520,58058,127110,CU2004.SHF,0
2020-03-17,42730,42890,42010,42510,80636,118963,CU2004.SHF,0
2020-03-18,41570,41770,39960,39960,116615,123679,CU2005.SHF,1
2020-03-19,38770,38770,37570,37570,20498,119128,CU2005.SHF,0
2020-03-20,37980,39250,37560,38910,220388,110284,CU2005.SHF,0
2020-03-23,37000,37250,35300,37200,206648,110033,CU2005.SHF,0
2020-03-24,38370,38900,37520,38200,157665,109290,CU2005.SHF,0
2020-03-25,38960,39390,38540,39360,149743,109809,CU2005.SHF,0
2020-03-26,39300,39320,38800,38870,97500,110243,CU2005.SHF,0
2020-03-27,39080,39320,38700,39180,113036,112966,CU2005.SHF,0
2020-03-30,38680,38930,38310,38720,98872,112746,CU2005.SHF,0
2020-03-31,39160,39600,39120,39150,75492,110825,CU2005.SHF,0
2020-04-01,39490,39680,38820,39000,78286,110620,CU2005.SHF,0
2020-04-02,38960,39800,38570,39650,101287,108853,CU2005.SHF,0
2020-04-03,39720,40120,39440,39930,76583,104726,CU2005.SHF,0
2020-04-07,40330,40940,40210,40600,74012,105435,CU2005.SHF,0
2020-04-08,40310,41020,40140,40810,76448,104076,CU2005.SHF,0
2020-04-09,40980,41180,40690,40800,49848,103626,CU2005.SHF,0
2020-04-10,40570,41890,40570,41790,70665,104497,CU2005.SHF,0
2020-04-13,41280,41930,41250,41780,86194,108078,CU2006.SHF,1
2020-04-14,41920,41970,41570,41750,73802,111560,CU2006.SHF,0
2020-04-15,41790,41820,41330,41560,73988,114666,CU2006.SHF,0
2020-04-16,41390,41670,41320,41560,56614,113717,CU2006.SHF,0
2020-04-17,41800,44800,41790,42280,87288,114066,CU2006.SHF,0
2020-04-20,42020,42630,42010,42330,77119,114997,CU2006.SHF,0
2020-04-21,41860,42160,41400,41440,118355,115157,CU2006.SHF,0
2020-04-22,41200,41370,40350,41090,140104,121864,CU2006.SHF,0
2020-04-23,41300,42020,41250,41950,118615,114554,CU2006.SHF,0
2020-04-24,41910,41980,41620,41780,76597,112585,CU2006.SHF,0
2020-04-27,42420,42880,42240,42490,98382,114703,CU2006.SHF,0
2020-04-28,42300,42470,42130,42300,71273,113090,CU2006.SHF,0
2020-04-29,42410,42720,42380,42510,66506,112964,CU2006.SHF,0
2020-04-30,42780,42980,42650,42940,61853,112411,CU2006.SHF,0
2020-05-06,42320,42780,42310,42720,60410,111746,CU2006.SHF,0
2020-05-07,42790,43120,42610,43110,73904,113530,CU2006.SHF,0
2020-05-08,43290,43610,43000,43510,79567,113445,CU2006.SHF,0
2020-05-11,43650,43950,43420,43500,73466,116449,CU2006.SHF,0
2020-05-12,43250,43450,43040,43040,80202,115191,CU2006.SHF,0
2020-05-13,43200,43430,42680,43060,77990,115183,CU2006.SHF,0
2020-05-14,43160,43250,42800,42910,60819,112825,CU2006.SHF,0
2020-05-15,42730,43320,42510,43130,75387,111167,CU2006.SHF,0
2020-05-18,42860,43330,42730,43270,67642,106766,CU2006.SHF,0
2020-05-19,43540,44140,43520,43780,64842,100426,CU2006.SHF,0
2020-05-20,43650,43920,43490,43730,81689,109400,CU2007.SHF,1
2020-05-21,43890,44500,43750,44150,107082,112770,CU2007.SHF,0
2020-05-22,44270,44410,43240,43260,146826,108507,CU2007.SHF,0
2020-05-25,43330,43680,43210,43650,89226,103260,CU2007.SHF,0
2020-05-26,43780,43940,43660,43860,70689,105051,CU2007.SHF,0
2020-05-27,44060,44110,43500,43640,99314,104192,CU2007.SHF,0
2020-05-28,43600,43850,43320,43700,105554,103120,CU2007.SHF,0
2020-05-29,43760,44050,43580,43940,92379,102888,CU2007.SHF,0
2020-06-01,44080,44650,43900,44600,106250,106381,CU2007.SHF,0
2020-06-02,44360,44800,44210,44560,98301,103316,CU2007.SHF,0
2020-06-03,44790,45100,44720,44830,91520,101740,CU2007.SHF,0
2020-06-04,45020,45050,44570,44720,84873,101361,CU2007.SHF,0
2020-06-05,44770,45260,44760,45220,90561,104252,CU2007.SHF,0
2020-06-08,45520,45960,45430,45800,118155,102272,CU2007.SHF,0
2020-06-09,45960,46490,45750,46250,110149,103054,CU2007.SHF,0
2020-06-10,46250,46980,45970,46830,116064,104194,CU2007.SHF,0
2020-06-11,47270,47600,46640,46950,171994,101585,CU2007.SHF,0
2020-06-12,46800,47150,46070,46840,152083,100770,CU2007.SHF,0
2020-06-15,46860,47330,46240,46280,184390,102014,CU2007.SHF,0
2020-06-16,46290,47270,46190,47150,134519,102162,CU2007.SHF,0
2020-06-17,47250,47250,46450,46770,135891,97130,CU2007.SHF,0
2020-06-18,46870,47020,46780,46920,85735,92343,CU2007.SHF,0
2020-06-19,46970,47800,46890,47780,106314,91173,CU2007.SHF,0
2020-06-22,47900,47930,47150,47470,134352,107189,CU2008.SHF,1
2020-06-23,47630,47870,47330,47850,140596,112170,CU2008.SHF,0
2020-06-24,47900,47940,47540,47860,97971,112639,CU2008.SHF,0
2020-06-29,48050,48590,48030,48380,101302,120364,CU2008.SHF,0
2020-06-30,48350,48800,48270,48790,105873,124357,CU2008.SHF,0
2020-07-01,48950,49380,48770,49350,152479,129245,CU2008.SHF,0
2020-07-02,48980,49570,48910,49410,146548,127983,CU2008.SHF,0
2020-07-03,49300,49390,48840,48900,146952,121533,CU2008.SHF,0
2020-07-06,48900,49220,48480,49040,129453,117013,CU2008.SHF,0
2020-07-07,49300,49620,49140,49360,118738,114318,CU2008.SHF,0
2020-07-08,49300,49970,49200,49800,120235,118032,CU2008.SHF,0
2020-07-09,49920,50800,49890,50700,144126,120798,CU2008.SHF,0
2020-07-10,50750,50800,50200,50500,153202,115579,CU2008.SHF,0
2020-07-13,50860,53520,50760,52880,271916,114671,CU2008.SHF,0
2020-07-14,52560,53100,51820,52210,189892,107843,CU2008.SHF,0
2020-07-15,52420,52730,52110,52210,147028,108354,CU2008.SHF,0
2020-07-16,52280,52360,50640,50710,234458,97493,CU2008.SHF,0
2020-07-17,51080,51770,51050,51430,140235,92440,CU2008.SHF,0
2020-07-20,51540,51700,51160,51300,108579,88237,CU2008.SHF,0
2020-07-21,51200,52340,51200,51900,130584,84945,CU2008.SHF,0
2020-07-22,52060,52830,52000,52410,149303,119828,CU2009.SHF,1
2020-07-23,52100,52100,51360,51970,172219,117638,CU2009.SHF,0
2020-07-24,51830,52470,51060,51220,198590,113180,CU2009.SHF,0
2020-07-27,51420,52040,51360,51600,152381,113016,CU2009.SHF,0
2020-07-28,51400,52250,51280,51520,167004,114804,CU2009.SHF,0
2020-07-29,51400,51990,51380,51880,126507,120216,CU2009.SHF,0
2020-07-30,51760,52170,51560,51690,142028,122527,CU2009.SHF,0
2020-07-31,51590,51950,51190,51820,176783,118759,CU2009.SHF,0
2020-08-03,51500,51570,50210,51050,178441,125420,CU2009.SHF,0
2020-08-04,51500,51970,51380,51540,125658,119893,CU2009.SHF,0
2020-08-05,51380,51640,51240,51350,108968,119304,CU2009.SHF,0
