trade_date,value
2011-12-01,18.09509155254656
2012-01-01,18.09509155254656
2012-02-01,18.09509155254656
2012-03-01,18.09509155254656
2012-04-01,18.09509155254656
2012-05-01,18.09509155254656
2012-06-01,18.09509155254656
2012-07-01,18.09509155254656
2012-08-01,18.09509155254656
2012-09-01,18.09509155254656
2012-10-01,18.09509155254656
2012-11-01,18.09509155254656
2012-12-01,19.114006514657977
2013-01-01,19.114006514657977
2013-02-01,19.114006514657977
2013-03-01,19.114006514657977
2013-04-01,19.114006514657977
2013-05-01,19.114006514657977
2013-06-01,19.114006514657977
2013-07-01,19.114006514657977
2013-08-01,19.114006514657977
2013-09-01,19.114006514657977
2013-10-01,19.114006514657977
2013-11-01,19.114006514657977
2013-12-01,17.545394880770072
2014-01-01,17.545394880770072
2014-02-01,17.545394880770072
2014-03-01,17.545394880770072
2014-04-01,17.545394880770072
2014-05-01,17.545394880770072
2014-06-01,17.545394880770072
2014-07-01,17.545394880770072
2014-08-01,17.545394880770072
2014-09-01,17.545394880770072
2014-10-01,17.545394880770072
2014-11-01,17.545394880770072
2014-12-01,14.330913828401282
2015-01-01,14.330913828401282
2015-02-01,14.330913828401282
2015-03-01,18.816303740926866
2015-04-01,18.816303740926866
2015-05-01,18.816303740926866
2015-06-01,22.557230597431598
2015-07-01,22.557230597431598
2015-08-01,22.557230597431598
2015-09-01,25.348967057509775
2015-10-01,25.348967057509775
2015-11-01,25.348967057509775
2015-12-01,12.436920071626222
2016-01-01,15.228715611264843
2016-02-01,16.001953442943197
2016-03-01,13.369360902255622
2016-04-01,14.027255639097746
2016-05-01,14.606829573934842
2016-06-01,12.369020501138973
2016-07-01,12.657555049354595
2016-08-01,13.750949126803347
2016-09-01,12.479584261321452
2016-10-01,13.162583518930981
2016-11-01,14.5879732739421
2016-12-01,12.921673664398448
2017-01-01,30.069930069930063
2017-02-01,29.98175694639349
2017-03-01,29.734024179620032
2017-04-01,30.304279140050827
2017-05-01,30.84124923118976
2017-06-01,31.069666869383063
2017-07-01,32.08869717597895
2017-08-01,32.12736132434417
2017-09-01,32.29489802653291
2017-10-01,32.49360362133438
2017-11-01,32.29024943310659
2017-12-01,32.002051413552145
2018-01-01,13.43542956446182
2018-02-01,13.38731443994603
2018-03-01,12.689706587145233
2018-04-01,12.656159401191292
2018-05-01,12.195758905254351
2018-06-01,11.759550445945255
2018-07-01,11.485865904684168
2018-08-01,11.518642012731139
2018-09-01,11.20534823388546
2018-10-01,10.789265201029895
2018-11-01,10.309025907243253
2018-12-01,10.261764848720322
2019-01-01,10.853121409421696
2019-02-01,10.645084503689596
2019-03-01,11.161515924770814
2019-04-01,10.80385551188472
2019-05-01,11.028350635445271
2019-06-01,11.195682258510931
2019-07-01,10.847178360565701
2019-08-01,10.677720395034873
2019-09-01,10.668461193360246
2019-10-01,10.578770949720662
2019-11-01,10.668620138518904
2019-12-01,10.689746300211421
2020-01-01,10.7061109911466
2020-02-01,10.653586334495092
2020-03-01,11.490392790341764
2020-04-01,11.99695958785525
2020-05-01,12.528301886792459
2020-06-01,12.748392449699208
2020-07-01,12.85767372723894
2020-08-01,13.270025786910079
2020-09-01,13.527647154207889
2020-10-01,13.673106458653317
2020-11-01,13.631804870221043
2020-12-01,13.306275118379695
2021-01-01,13.029570102208021
2021-02-01,13.29470778084536
2021-03-01,12.311739810119349
2021-04-01,11.662016439182544
2021-05-01,11.029137789701181
2021-06-01,10.957392008241973
2021-07-01,10.661105623239319
2021-08-01,10.320529035521986
2021-09-01,9.998214604534894
2021-10-01,10.026666666666673
2021-11-01,10.114739629302738
2021-12-01,10.314310798946448
2022-01-01,10.454200317526041
2022-02-01,10.214168039538718
2022-03-01,10.547935904399775
2022-04-01,10.238055039675853
2022-05-01,10.47721323578763
2022-06-01,10.850245390635349
2022-07-01,10.721724468542316
2022-08-01,10.458907923613614
2022-09-01,10.582697614023683
2022-10-01,10.331232832444659
2022-11-01,10.03206155819174
2022-12-01,9.579141729275431
2023-01-01,9.655344811423937
2023-02-01,10.229820627802688
2023-03-01,10.2539692288794
2023-04-01,10.255153612889378
2023-05-01,9.787363304981778
2023-06-01,9.324518367835344
2023-07-01,9.217676918483143
2023-08-01,9.308463317715443
2023-09-01,9.349772493761943
2023-10-01,9.592291019858234
2023-11-01,9.673941548413412
2023-12-01,9.839923302635011
2024-01-01,9.514718034935733
2024-02-01,8.966861598440534
2024-03-01,8.71817726031976
2024-04-01,8.32893457424644
2024-05-01,8.441702174755129
2024-06-01,8.113284991106863
2024-07-01,8.188205703037443
2024-08-01,8.125118689129419
2024-09-01,7.97046979865772
2024-10-01,7.825320041692274
2024-11-01,7.760567496479731
2024-12-01,8.003597122302164
2025-01-01,8.032368859283935
2025-02-01,8.187498379611636
2025-03-01,8.364931338389026
2025-04-01,8.737465698971603
2025-05-01,8.733702446865511
2025-06-01,8.89395089850671
2025-07-01,8.978570706560184
2025-08-01,8.804195102368517
2025-09-01,8.675004351177297
2025-10-01,8.491758582228282
2025-11-01,8.498520710059164
2025-12-01,8.272517999706142
2026-01-01,8.169753606782448
2026-02-01,8.174171439526457
