trade_date,symbol,warehouse,pre_vol,vol,vol_chg,fut_code
20190114,RB,中储塘沽,0.0,0.0,0,RB
20190114,RB,中储无锡,0.0,0.0,0,RB
20190114,RB,中储陆通,0.0,0.0,0,RB
20190114,RB,广物物流,0.0,0.0,0,RB
20190114,RB,康运宁波库,0.0,0.0,0,RB
20190114,RB,康运崇贤库,0.0,594.0,594,RB
20190114,RB,惠龙港,17722.0,19208.0,1486,RB
20190114,RB,期晟万林,0.0,0.0,0,RB
20190114,RB,浙江康运,0.0,0.0,0,RB
20190114,RB,金驹物流,0.0,0.0,0,RB
20190114,SC,中化兴中,0.0,0.0,0,SC
20190114,SC,中国石化册子岛,201000.0,201000.0,0,SC
20190114,SC,中国石化日照,0.0,0.0,0,SC
20190114,SC,中油大榭,0.0,0.0,0,SC
20190114,SC,中油大连,300000.0,300000.0,0,SC
20190114,SC,中油湛江,2223000.0,2223000.0,0,SC
20190114,SC,洋山石油,0.0,0.0,0,SC
20190114,SC,青岛港董家口,0.0,0.0,0,SC
20190115,AU,上期所交割库,2460.0,2460.0,0,AU
20190115,C,北良港,6238.0,6238.0,0,C
20190115,C,吉林云天化,16648.0,14488.0,-2160,C
20190115,C,嘉吉投资,1500.0,1500.0,0,C
20190115,C,瑞利控股,13500.0,13500.0,0,C
20190115,C,维维股份,1280.0,1280.0,0,C
20190115,C,良运库,2944.0,2944.0,0,C
20190115,C,营口港,3552.0,1981.0,-1571,C
20190115,C,锦州港,298.0,298.0,0,C
20190115,CU,上海裕强,0.0,0.0,0,CU
20190115,CU,上港物流,3504.0,3454.0,-50,CU
20190115,CU,上港物流苏州,0.0,0.0,0,CU
20190115,CU,世天威洋山,25.0,25.0,0,CU
20190115,CU,中储临港(保税),0.0,0.0,0,CU
20190115,CU,中储吴淞,6034.0,6034.0,0,CU
20190115,CU,中储大场,224.0,274.0,50,CU
20190115,CU,中储无锡,10217.0,10217.0,0,CU
20190115,CU,中海华东宝山,1571.0,1571.0,0,CU
20190115,CU,八三O黄浦,399.0,399.0,0,CU
20190115,CU,南储仓储,476.0,476.0,0,CU
20190115,CU,同盛松江,177.0,177.0,0,CU
20190115,CU,同盛洋山(保税),0.0,0.0,0,CU
20190115,CU,国储837处,4428.0,5430.0,1002,CU
20190115,CU,国储外高桥,0.0,0.0,0,CU
20190115,CU,国储天威,199.0,199.0,0,CU
20190115,CU,外运华东张华浜,25.0,25.0,0,CU
20190115,CU,宁波九龙仓,0.0,0.0,0,CU
20190115,CU,常州融达,6337.0,6337.0,0,CU
20190115,CU,无锡国联,1349.0,1349.0,0,CU
20190115,CU,期晟公司,0.0,0.0,0,CU
20190115,CU,江西国储,344.0,344.0,0,CU
20190115,CU,添马行物流,202.0,202.0,0,CU
20190115,CU,裕强闵行,1711.0,1711.0,0,CU
20190115,RB,上港物流共青,0.0,0.0,0,RB
